"","tauhat","2.5%","97.5%"
"1",-0.96552741759768,-1.64902222548075,-0.349133663538499
"2",-0.868921725458989,-1.36122690175125,-0.227531499944501
"3",-0.945190158787194,-2.10356826828475,0.0926266011391246
"4",-0.99510726688574,-2.89433509162,-0.0285914124674978
"5",-1.53133050144656,-2.1463640796225,-0.825047651581999
"6",-0.790967601735629,-1.18090544815175,-0.234614889922998
"7",-1.53252122259778,-2.002954329471,-1.038379917521
"8",-0.0225130078253241,-0.67292776770975,0.566522320661373
"9",-0.794058292654574,-1.21443260718325,-0.275253697402202
"10",-1.41756080333524,-1.919649327804,-0.853839010418026
"11",-0.302014924881794,-1.21874147124375,0.310073360155949
"12",-0.985438408707961,-1.9471047844965,-0.315231148161499
"13",-0.822677480156929,-1.260499547198,-0.234614889923001
"14",-0.880622722955729,-1.3880428617775,-0.458801775393249
"15",-0.892400891418694,-1.40090907420475,-0.45480951538075
"16",-0.131373795565479,-0.733685907833248,0.439130888468501
"17",-1.62906584348694,-2.92842680529024,-0.500841188059878
"18",-0.741813509356954,-1.365762112868,0.0334857973920023
"19",-1.42807359468766,-1.93318209348207,-0.939302021973001
"20",-0.154992818395934,-0.7817233768975,0.408589698825002
"21",-0.868840675083364,-1.3880428617775,-0.43837553318325
"22",-0.680456342701764,-1.29858265274487,0.0431858582430015
"23",-0.121024072488514,-0.722787158932698,0.4391308884685
"24",-0.962938593780504,-1.8341301511375,-0.2504035869131
"25",-1.5934715479464,-2.05598853371891,-1.1838548323962
"26",-1.5179685189654,-1.9660389492705,-0.938017026987999
"27",-1.56499745618699,-2.43648403216943,-0.720196062389598
"28",-1.10964233681124,-2.10516570675775,-0.19797653919725
"29",-0.0730530551849639,-0.674366751467,0.566522320661376
"30",0.072506925311491,-0.6210578402775,1.04145663404515
"31",-0.733674580992095,-1.347425655076,-0.159880557658497
"32",-1.57065251835124,-2.09528047861025,-1.038379917521
"33",-0.145342545530379,-1.34786098679,0.818731809832748
"34",-0.746300413401359,-1.48001098296175,-0.23395127337975
"35",-1.36314742968758,-1.87945538264262,-0.564384463539996
"36",-0.966078701502739,-2.1927588298485,-0.396665665135249
"37",-0.786514516213938,-1.4194594756695,-0.103735279176248
"38",-0.908682923963839,-1.467131901691,-0.49983821917625
"39",-0.620967138165239,-1.29858265274487,0.418493526171496
"40",-0.928866234042674,-1.604690588145,-0.458082264085
"41",-0.753043583558375,-1.38562230711974,-0.174093351116499
"42",-1.07919739297096,-2.48930863926555,-0.455837089658501
"43",-0.433336663993499,-1.2239126098565,0.302000263324751
"44",-1.51960738325996,-1.92881567586657,-1.0495463580965
"45",-1.1229773926249,-2.10516570675775,-0.408801518820672
"46",-1.58708254412892,-2.066052971484,-1.130267569255
