"","predictions","variance.estimates"
"1",-1.49150556864034,0.509775545606841
"2",-1.13092112330068,0.344417774186481
"3",-1.51661784344257,0.523896384923111
"4",-1.55914531316047,0.286252443853745
"5",-2.43539398586812,0.186617817228047
"6",0.0429835390001262,0.358175899265217
"7",-1.21204491436576,0.426674839579748
"8",0.205337298039816,0.959206082720869
"9",-0.560310139707251,0.247199658513053
"10",-2.01039347325746,1.33187668297667
"11",-1.48616612919395,0.499300680730239
"12",-1.58347698641727,0.327714107830551
"13",-0.808372650688846,0.359103111435037
"14",-0.770915892464388,0.643498172429325
"15",-1.00822247217583,0.492941758738999
"16",-0.239565342208086,0.45124972294671
"17",-1.02532961351649,0.492659136158121
"18",-0.261482832262003,0.493779425176395
"19",-0.0892078317880237,0.730610809009715
"20",-0.975582547727014,0.311398823095153
"21",-0.662395667927474,0.601232644023486
"22",-0.726127628706568,0.279784517012362
"23",-0.275491901676802,2.07818068537933
"24",0.299970635083394,0.611657139604072
"25",-1.08514581133218,0.414611093368245
"26",-0.356469417536688,0.265117373345762
"27",-1.06186861101339,1.29293017312331
"28",-1.25061487329432,1.0431309058248
"29",-0.255818364029307,0.446763750217528
"30",0.051773131075155,0.834311031660999
"31",-1.51304355796802,0.768397846481975
"32",-1.19117501161014,0.383142211625224
"33",-0.26905119771883,0.530123422750482
"34",-0.918304908108311,0.433721330448757
"35",0.286044640086736,1.01768963015633
"36",-0.874782677643805,0.310625922097745
"37",-1.5145819022772,1.32420844840632
"38",-1.19261862225329,0.320420625793493
"39",-0.443711437617484,0.34119528269192
"40",-2.56508009440097,0.400439877297093
"41",-0.0327496428272973,0.354050586011691
"42",-1.02444277614195,0.545554152274217
"43",-1.04151128278755,0.312691328702061
"44",-0.345499688410864,0.381311795208533
"45",-2.63438360623674,0.548587280466247
"46",-1.57065230701483,0.256626848605212
"47",-0.872028197518419,1.01204635986793
"48",-1.50481442707548,0.473987523730015
"49",-1.12115313162628,0.901687101160585
"50",-0.659076733881725,1.1328276533198
"51",-1.49851933842334,0.289262079854465
"52",-0.954934266597158,0.483046679470024
"53",-1.22451501408097,0.189683706324053
"54",-2.01644256917884,0.174675650377373
"55",-0.382170399863594,0.355754864129309
"56",-1.86664849955624,0.680446117993924
"57",-1.08107379966341,0.284960673564067
"58",-0.0789325283513211,0.537231412142428
"59",-0.813930089865945,0.182742797656861
"60",-0.847061601089751,0.301867158347446
"61",-1.2667189811993,0.231767631551465
"62",-1.01035796155887,0.538673265615448
"63",-1.9099241067428,0.261241270093957
"64",-0.0507338454729325,0.432824343723247
"65",-0.149005906192352,0.344740604783665
"66",-1.73735140361371,1.11571043472633
"67",-0.146380475470124,0.405295286166095
"68",-1.67036201673811,0.763213830808482
"69",-1.39521002547756,2.31313150671752
"70",-1.54771211042654,0.307106929845245
"71",-0.950232518304354,0.207070224357009
"72",-1.94415830136895,1.36281161095885
"73",-0.819642099972506,0.724041554295569
"74",-1.53817676729011,0.963108193880879
"75",0.456614356113293,0.431628509258418
"76",-0.76831520619012,0.379859056874078
"77",-0.794170644164829,1.00908893133306
"78",-1.66931054186387,0.337417460264624
"79",-1.03853183114638,0.270645445567161
"80",-1.59613799861079,0.339030909309486
"81",-1.07802930747934,1.0782165212313
