"","Mean","Low95","Up95"
"1",3.2033437538873,1.45968824001676,4.75391326509299
"2",3.05916424250026,1.28114622290427,4.92583961849409
"3",4.65520173310332,3.17215758668289,6.13910966889584
"4",3.85846627079127,2.50878869762669,6.32826592730395
"5",4.53900911706776,3.21912503544804,6.0539152893158
"6",3.59321186643618,1.64459699660976,5.86490734524864
"7",3.03537598721746,1.58225014531485,4.38651087820839
"8",2.116763409921,0.866567663380266,3.63191344389771
"9",3.48698181578834,2.28855329335746,4.95532274879219
"10",5.31607112055795,3.59250597140854,7.40764677687201
"11",2.76619826094907,1.45455076457337,4.90044727471955
"12",3.32509544247849,1.52608139228984,5.6844069464572
"13",3.29315289059086,1.90628049794548,4.90417996323678
"14",4.90451442663528,3.32807384899602,6.74892986077759
"15",2.7539819486547,1.24422505838068,5.85221365969487
"16",3.02113789752495,1.50680308449359,4.4386781569327
"17",2.95440100056247,1.86832667906838,4.58003576242331
"18",2.46310536924971,0.781233896670816,3.99213201670922
"19",4.12177527562987,1.72081672287439,6.28709301893403
"20",2.83756072208446,1.70844884947281,4.03260433993832
"21",2.62063098759791,1.20116365793802,4.01230714552787
"22",3.9042947954434,2.59732528721212,5.49070831303036
"23",3.23272356145085,1.72762282306783,4.5731187597904
"24",3.41196904626815,0.803843065425844,5.07154920439162
"25",1.69774791789125,0.499341343227201,3.8215642811469
"26",3.31130880667527,1.39789277656637,5.65550151824489
"27",3.83076279219584,1.87152855434741,6.88046124214322
"28",2.40256864235368,0.947429318282844,4.01135912377831
"29",3.42195104492643,1.37939620583455,5.33968361384979
"30",2.85994915135597,0.667808376773804,5.98329910262578
"31",2.4512943087898,1.05478327264624,3.87363912738421
"32",3.18864426235536,1.46247277032601,4.6627395095787
"33",3.7795574239698,2.2855030435141,5.3499255250148
"34",5.0695098746559,3.43955639455092,6.85626039263484
"35",3.32096855964358,0.902805268321964,5.05821956946457
"36",3.47460545712368,2.19312814726422,5.26027103703522
"37",3.44663954089521,2.13483872574105,5.18208929245671
"38",4.07527341689478,2.49825640340676,6.02225042658961
"39",2.3021377241164,1.05810891407862,3.69382496887486
"40",3.22158752732625,0.858650592424111,5.20838607483347
"41",2.03423178972692,0.620862794534226,3.4024713529685
"42",2.49848915663836,1.41281673857047,3.66153148744641
"43",3.6624930379841,1.56413057253517,5.42333681225145
"44",2.87896828569644,1.87840583493769,4.16617555487948
"45",3.65633500650102,2.0131321246207,5.68906621618366
"46",3.35543273254696,1.62297444447681,5.2407603813992
"47",2.11448486678661,0.87866074997896,3.79206580442325
"48",2.14869047261766,0.430194917858529,3.87161002895711
"49",3.28671232742124,1.72398664783683,4.77578962716197
"50",3.28640624233726,1.74346532773363,4.57902027299442
"51",3.93929961471667,1.9196180679036,5.96328009787861
"52",2.69747927066024,0.59674269211461,5.34999017696832
"53",3.14187138022436,1.9946778471348,4.37746524279916
"54",3.99793539352178,2.5054401589698,5.62344558035286
"55",3.18993289127135,1.681284869155,5.12523220185307
"56",3.30151052648516,1.59641171912757,5.03637437848531
"57",2.52665189465466,1.09134152264496,3.89971000442074
"58",3.41832366323338,1.84826761443918,4.91980089028038
"59",3.27574520178942,1.91217452148017,6.32031783438412
"60",3.05652220261442,1.32670184534726,5.53800229050329
"61",4.49154565806851,1.65521973812916,6.47699555692569
"62",3.98714639835456,2.41179161043564,5.98052110856831
"63",3.44941101732974,1.82811633607,5.33992131729442
"64",3.94922789474502,1.7735942217895,6.14813731191841
"65",3.50993687966013,1.56413057253513,5.08772812538475
"66",3.52149598829627,1.51304433733334,5.07062536283485
"67",2.98953038758759,0.801652674028129,6.04040324835978
"68",4.41763952120518,2.9429993530324,6.01137118511717
"69",3.51799154965143,1.66773265513964,5.49837517698958
"70",3.90569245579935,2.38777009965778,5.98844794748717
"71",2.90268303002047,0.907468208673096,4.21284365263584
"72",3.77201350929691,1.89428099670763,5.99810879307319
"73",3.13763062746414,1.3290354638021,6.21583772453057
"74",1.99549426828559,0.720827184088197,3.30210169652356
"75",2.34465835188289,0.734200506930074,4.30621553046614
"76",1.58008110653715,0.017279466904116,2.76165845975066
"77",3.97971726636838,1.6195155993169,6.0650066387096
"78",2.34776015019294,-0.203816493483589,4.10755084892194
"79",2.30881822604,0.699663518877173,4.46743507883205
"80",2.23141083427044,1.22240020248746,3.65518777208609
"81",1.83114529244344,0.160190077446703,4.10862666222424
"82",3.7926354208899,2.43030855954331,5.16711956273629
"83",2.9113261740827,1.53132776068998,4.5613511924291
"84",3.26935243414367,1.81338914780952,4.74493935674784
"85",3.30050130408692,2.02210258259643,5.0890216237977
"86",2.92180426132315,1.0791088953845,5.16390847602462
"87",2.72784192891354,1.46582356281174,4.2379404839675
"88",1.31753023390995,-0.83833861306882,3.41856968096721
"89",2.52376900886398,1.25262623021971,4.26445625336769
"90",2.48111889800648,0.662144023181854,4.35193151843676
"91",3.36155024669852,0.554687878581507,4.96233090033635
"92",1.66264092490414,-1.42487741154214,3.79977350104478
"93",4.94433023915407,3.57092914867252,6.89127841943332
"94",1.67746165667626,-0.369018994200847,3.7788121244031
"95",3.85773112609983,2.05577577291969,5.93551827125285
"96",3.855007996991,2.67222564675595,5.46318711218323
"97",1.49873700973716,0.133602777147626,3.17683915409423
"98",3.7870594285172,2.30697340388583,5.67515152742489
"99",3.46649033453687,2.09055220103755,5.01673633787624
"100",3.58305622526665,2.54599704538965,4.69180681733537
"101",4.0340707808248,1.92971677459163,6.21947358848174
"102",2.69804182386632,1.58939947106369,4.22860903188937
"103",3.10335968284717,1.61199815128097,4.58075149633284
"104",3.00449908030652,1.62936060480554,4.56656201406576
"105",2.68962483542254,0.845463272099655,4.60016991253453
"106",4.19285798966427,3.01786465828625,5.61099654877553
"107",2.83326478934984,1.12875978094162,4.91675070822291
"108",3.00866573659314,1.43303446708428,4.25358087816426
"109",2.63992954169747,1.35958886710606,4.45133346429949
"110",5.29358495342392,3.40356496230215,6.99126042876412
"111",2.46995773186254,1.23843165376001,3.93447628402818
"112",2.920230932187,1.36099812979179,5.14913840785705
"113",4.30590430111432,1.92203905911265,6.63415974151061
"114",3.2064758832006,1.45394970089816,4.78004647742097
"115",4.75584585959548,2.96365250216242,6.89261879941997
"116",4.15386082316701,1.92527011779147,6.05391528931591
"117",2.88029132459836,1.67181014006653,4.72633437876077
"118",1.87244750631564,0.78110414688476,3.06681681834478
"119",2.97673809994473,1.066123262442,4.88850669172593
"120",3.89523543745667,1.78301870447608,5.57835321270726
"121",4.55120554277661,2.76026837838158,6.67278618794792
"122",2.44501472734535,0.87405580712552,4.03261298057018
"123",4.03538680000279,2.76370216411357,5.34831687508153
"124",3.03154244695102,1.47112486129366,5.14795276504587
"125",3.06990841654594,1.51770057575718,5.13038298750529
"126",2.0687215994945,-0.11634940734468,5.09765663106412
"127",4.6675042248624,3.24595210614958,6.92644329624186
"128",2.30277099940438,0.980691702033914,4.80771782932874
"129",4.10738261581845,2.49128197118419,5.9397710415185
"130",1.62109390433288,-0.730412212109079,3.66992941681121
"131",1.78127641152225,0.30603147987857,3.43976389340686
"132",1.99477727589881,-0.325237376545444,4.03951895970157
"133",2.83060315459534,1.19267497316906,4.31784272441936
"134",2.67223061923842,1.23884849362076,4.35032197636492
"135",4.42393271465112,2.22224909018122,7.29494917191995
"136",2.7811353791072,0.51123741748326,4.9451806249044
"137",3.55163248680778,1.33845439797233,5.39177806829317
"138",3.75986465353954,2.17354216691617,5.35606439923612
"139",1.70181295772715,-0.229388172642438,3.39079229942673
"140",2.99300996961638,0.805105830785793,4.5884576329133
"141",2.99252609823232,0.720265899308412,5.22300993072539
"142",4.59561592463607,2.86259064104351,6.09119901404777
"143",3.19399380871816,1.27472399845726,5.00873694241522
"144",3.54522248806608,1.32236611956297,5.72511959110154
"145",3.57283785942548,2.23177747441669,5.74078618059708
"146",2.27852396443274,0.875320772387904,3.98458718500532
"147",2.70862804150499,1.40885066203186,4.60837785353308
"148",4.43082404070668,2.58471326736479,7.06246735042247
"149",3.18024096785147,1.48183746309387,5.02128109976676
"150",4.45676254093724,3.15098922164432,6.51259780141198
"151",2.42821683697793,0.825281694925811,4.68079225656908
"152",2.14906332735832,0.368742853743285,3.98315218631633
"153",2.94711091902351,1.12536902046383,4.30069366562924
"154",3.6332077193528,2.29273874967112,5.32738418455115
"155",3.45039151821373,1.60797287216879,5.3259022708872
"156",4.01137129826342,2.81036958909469,5.23560407192734
"157",2.73249685245813,1.83623308338805,3.77770366077217
"158",3.40549368237757,1.94148864579409,4.96884586172608
"159",3.03595166689853,1.17169691093552,5.05067946316906
"160",2.98886221361728,0.419343067643257,4.66051916483972
"161",2.82793307298706,1.23853771780189,4.85209437051926
"162",3.30384673103524,2.06775245867147,4.86490287067045
"163",3.36281969850064,1.10276098177365,6.08473657225161
"164",2.52380677430269,1.20242638435389,4.16617936732838
"165",2.38174408672906,0.786101436353384,3.9610494491219
"166",4.1386514642256,2.55493728028029,6.51552873470375
"167",3.58229790969903,2.0048041661246,5.48557973622832
"168",4.71472920289025,2.81306670241398,6.79526445406669
"169",3.82005959241963,2.66535895666765,5.45823999919584
"170",5.1081524350872,3.58282982693476,6.73142988278648
"171",3.90802535969348,2.37667350386085,5.63583393058135
"172",1.25961104508593,-0.0569551942322359,2.68607491028374
"173",3.32226894801135,1.56626376817491,4.77381739107823
"174",3.18668393514788,1.50849394541335,5.11567027076253
"175",1.67412354751934,0.646302527588931,3.00707796594114
"176",2.61928743361521,1.0890564908849,4.61988196738654
"177",3.98271253337724,2.10112608326427,5.42976212851154
"178",3.43115385793213,2.16969332075848,5.01793336550928
"179",4.32810696626827,2.67419789690761,6.30933101058532
"180",2.4477584446201,0.556491555678802,4.63559810371061
"181",3.18173004847469,1.32512539890388,5.98188074531445
"182",3.91242101990773,1.93098340136271,5.49304905532468
"183",2.26725003719385,0.719103073693429,3.75189447297845
"184",3.62320069535388,1.94236937799134,5.62616441824405
"185",5.10762536198436,3.65676131403115,6.9407508503058
"186",3.32272621186042,1.70502354023062,5.46357378647345
"187",3.78959658607728,1.62436253477998,6.0353459193017
"188",2.3317397352901,0.672804869324311,3.98045351472806
"189",2.71923754151422,1.10567631342835,4.76759217247724
"190",3.82127844485383,2.04421084755167,5.90748700521589
"191",3.62551579703681,1.92422516202047,5.65789932018247
