"","predictions","variance.estimates"
"1",2.91660550312829,0.397003865591009
"2",2.22547241873396,0.763073541497945
"3",3.34308426695085,0.517541609153502
"4",3.38112842478703,0.912172776321518
"5",1.16745118209673,3.08963126731642
"6",3.68027883536176,0.972477956090984
"7",2.90868477690287,0.708674460970682
"8",3.08865574441013,1.93436165991073
"9",2.97079703482105,0.710575631779775
"10",2.69779609993063,0.176935851178747
"11",2.99659014756147,0.834295975984275
"12",2.60494553506556,1.01598573917395
"13",3.3831438221986,0.337791886830988
"14",2.87657749474927,0.100058157272986
"15",2.84399179749755,0.307730378678223
"16",3.12788830709496,0.853507759367219
"17",2.58028450697293,0.714271092097748
"18",3.3580023272631,2.04705062511091
"19",3.28906607277549,0.900158651517819
"20",3.92159284771868,1.97215277225992
"21",3.02167597256724,1.11841944302322
"22",3.74643161921179,0.624806803741563
"23",2.91706030512725,0.363219293714573
"24",2.38092835890804,0.119227544478328
"25",3.18826136738805,0.918768116269627
"26",2.03402764615118,0.431575614784452
"27",3.43038536306633,0.485407990540422
"28",1.54690775901322,0.999286572367619
"29",3.09599874929464,0.325181141529438
"30",3.02832981563415,1.05418964671123
"31",2.34258892864076,0.364894637401224
"32",1.82628643328431,0.375084967454117
"33",2.9682556612261,0.935815535799474
"34",3.337615242283,1.31141516901548
"35",2.94747406839814,1.11034713219599
"36",2.65499682315438,0.508155564943264
"37",2.5047947731328,0.931324756004132
"38",2.94061128048061,1.49885820867812
"39",3.19263112669593,0.125227129345346
"40",3.60256125043905,1.22345698951688
"41",3.9182354495731,1.32898939646822
"42",2.29983806263885,0.191442533554558
"43",3.25534043688624,0.302394127268339
"44",3.74242683382861,0.556974400150177
"45",3.02986126767614,0.468593964669256
"46",2.61116897199128,0.439728235630314
"47",1.92268796038272,0.234769568755149
"48",3.50829922231299,1.15043099113211
"49",3.47377549603559,1.173175498042
"50",3.39316737432569,1.3025989670922
"51",1.98293250513524,1.65064028865416
"52",3.06284688762837,0.596591124187545
"53",1.97251356358408,1.11033246134829
"54",2.76964973271465,0.742438825576443
"55",2.9032793219913,0.864930946320419
"56",0.711385487949985,1.49406673626427
"57",1.04492297336782,1.44576673478588
"58",3.95648776453729,0.589742929419855
"59",3.42725708862784,0.500422165466765
"60",2.38293300126395,0.820964096559471
"61",2.37007027781429,0.972746837726492
"62",3.31982558846979,0.383857859134604
"63",2.664747693424,0.253148678175359
"64",2.89139251523815,0.715498765893754
"65",2.57469579200861,1.38778595209362
"66",2.13249728130646,1.25443913492992
"67",1.81661471072941,1.1093136095822
"68",1.71864422888383,1.57163549851954
"69",2.96927794674824,0.545764044042722
"70",2.58772229179163,0.468416372124972
"71",2.16420214619512,0.531676196738386
"72",3.22719319041372,1.24732638967728
"73",3.53186922915946,0.345238045563882
"74",2.95230564748878,0.784298329112197
"75",3.07181044731595,0.398230950785163
"76",2.56995512822855,0.534813890833095
"77",4.02733591298345,0.892029354289162
"78",2.84376090405603,1.39573396630467
"79",3.36603288561809,0.68178203061281
"80",2.28012786187925,0.592531942096146
