"","V1"
"307",-0.865798304864226
"308",-0.447414891373583
"309",-1.28102820258159
"310",-1.45839886142202
"311",-1.95760773292467
"312",-0.497736797641313
"313",-1.18562058789573
"314",-1.35207374792264
"315",-1.50989098844679
"316",-2.28457366281774
"317",-1.35761231951676
"318",-1.34279714121904
"319",-0.659568486432062
"320",-1.26679864816628
"321",-1.14538020182925
"322",-1.19406708723387
"323",-1.33114299224394
"324",-1.32662472889789
"325",-1.46468093733097
"326",-1.827491527526
"327",-2.1705209397487
"328",-0.548521672397067
"329",-1.88805910772023
"330",-1.16057420505113
"331",-1.13193271488886
"332",-0.894170369169802
"333",-1.0858528787181
"334",-0.566972230107026
"335",-1.32047515261958
"336",-1.86127930583996
"337",-1.35952549818573
"338",-0.278086203598402
"339",-1.1095256991131
"340",-1.24978715250222
"341",-1.52335621145761
"342",-1.1718398835754
"343",-1.44392905694153
"344",-1.70668596306459
"345",-0.520427747759778
"346",-0.638868969535689
"347",-1.68313575547425
"348",-1.43076989242233
"349",-1.11058827773308
"350",-1.08544898569344
"351",-2.60473570820849
"352",-0.984176313425213
"353",-1.39956324979251
"354",-1.03849778039778
"355",-0.592372397278721
"356",-1.63185681254037
"357",-1.46940898826218
"358",-1.47771025199418
"359",-0.26329175535959
"360",-2.08905973724411
"361",-1.4998764034768
"362",-0.510573744635213
"363",-1.27948788196092
"364",-1.1134388905413
"365",-0.662247020828618
"366",-0.69032021247721
"367",-1.25715204710812
"368",-1.20748005903278
"369",-1.82517393003812
"370",-1.5897362984515
"371",-2.29897502376623
"372",-0.313616855105725
"373",-1.13643414698701
"374",-1.6028148040932
"375",-1.09410757256836
"376",-1.5015959234581
"377",-2.16648968925212
"378",-0.339052608331518
"379",-1.25360731128568
"380",-1.28973176806311
"381",-0.428907660725176
"382",-1.38454175682937
"383",-0.20323183347746
"384",-1.13426287048081
"385",-0.995634304651777
"386",-0.62753396864452
"387",0.107562233222952
"388",-0.448945177415455
"389",-1.41086464856861
"390",-0.793778343840913
"391",-1.85190497422094
"392",-0.931647842898807
"393",-2.22925431803797
"394",-1.47889327445564
"395",-1.52338119946463
"396",-0.702799428721498
"397",-1.10738724663131
"398",-0.952040014495505
"399",-1.33986510157094
"400",-1.72885406228239
"401",-1.12509107387186
"402",-1.02375308362986
"403",-1.53697425486938
"404",-1.51994401773682
"405",-1.47587424003034
"406",-0.573903964049075
"407",-0.67397889351685
"408",-1.44103697232843
"409",-1.40065264047797
"410",-1.22040993177074
"411",-1.65249408531117
"412",-1.86993071399314
"413",-1.54280700510237
"414",-1.03911385657223
"415",-2.28187716389788
"416",-1.43385155717637
"417",-1.65162201182331
"418",-1.56576284871555
"419",-0.772399887538718
"420",-1.6183702000958
"421",-0.96857403790187
"422",-1.02453209050228
"423",-0.920690863791804
"424",-1.15431570710828
"425",-1.34367021871564
"426",-1.28371866315564
"427",-1.94058951538801
"428",-1.10440272289405
"429",-0.724512239758409
"430",-1.50007208654781
"431",-0.755775666613091
"432",-1.41852132224588
"433",-1.10004701809627
"434",-0.221026689026736
"435",-2.13268433120694
"436",-1.63539074331435
"437",-1.38273915001928
"438",-1.57462028830676
"439",-0.907616478446499
"440",-1.41009088093002
"441",-1.41800227510016
"442",-1.00161551734232
"443",-0.81811087837269
"444",-0.965061436319109
"445",-1.55558238655839
"446",-0.62806793642313
"447",-1.55146392869758
"448",-0.693060099683685
"449",-1.24967368047453
"450",-0.702347909065122
"451",-1.05564377334001
"452",-1.3713216332694
"453",-1.38006783129002
"454",-1.23144037782189
"455",-1.22769915184645
"456",-1.43686539281186
"457",-1.47869762026107
"458",-0.899637023865465
"459",-2.15694761264425
"460",-0.571694984733296
"461",-1.22183794645401
"462",-1.51788498343662
"463",-0.947908352874345
"464",-0.977456327545089
"465",-1.16647012617747
"466",-1.21129697739181
"467",-1.11862010490744
"468",-1.37977363842963
"469",-1.19253245028724
"470",-0.961430716537555
"471",-0.607019187464749
"472",-0.647829858619114
"473",-1.18192315141585
"474",-1.42508119009451
"475",-1.06241550943685
"476",-1.15676919289164
"477",-2.0108132019956
"478",-1.0803350853816
"479",-1.01129474708893
"480",-1.58847618588709
"481",-1.3924872885238
"482",-1.24614184720305
"483",-0.93221558221013
"484",-1.57917321168706
"485",-1.51167208668197
"486",-0.558819976683769
"487",-1.42408029692441
"488",-0.98921037391499
"489",-1.35804237287877
"490",-0.832599042395896
"491",-1.47818975656001
"492",-1.83759293242495
"493",-1.99688741025034
"494",-1.36920668772388
"495",-1.2374000206107
"496",-1.57578793928318
"497",-2.49928019314207
"498",-1.08785975270971
"499",-0.81451534083743
"500",-1.35917742823531
"501",-0.648519709562215
"502",-1.47943136131384
"503",-1.03694827216323
"504",-1.19653271764812
"505",-1.43970562590058
"506",-1.36191816960978
"507",-0.393388509493049
"508",-0.786884361731084
"509",-1.490358048845
"510",-1.34140147353613
"511",-1.25859071732365
"512",-1.42644131926752
"513",-0.359877766810578
"514",-1.9937801015653
"515",-1.11860213706288
"516",-1.25082157314117
"517",-0.939490916821292
"518",-0.94266573884243
"519",-1.3705430761312
"520",-1.00995985671126
"521",-2.03841395679132
"522",-1.18484340944411
"523",-1.1134429008742
"524",-0.637840566311067
"525",-1.39534509155371
"526",-0.935721853284354
"527",-1.51997972242342
"528",-1.24245914247722
"529",-1.77606636332341
"530",-2.07343411702949
"531",-0.41625041083235
"532",-2.15124048289092
"533",-1.28366658561157
"534",-1.47631418748652
"535",-1.01616732923169
"536",-1.26604342930238
"537",-1.35079907668365
"538",-1.21907921491694
"539",-1.30938871368588
"540",-1.88202252247034
"541",-1.7842642785436
"542",-1.04401250534394
"543",-1.09232393511009
"544",-1.69578438163616
"545",-1.35353771040403
"546",-1.17951508757419
"547",-1.29932190133303
"548",-1.64049693231445
"549",-1.16460148839481
"550",-1.37617461352921
"551",-0.931260675383614
"552",-1.33169143837563
"553",-1.09523817359301
"554",-0.826525435837627
"555",-0.956598824063067
"556",-1.51342712616518
"557",-1.00237185879814
"558",-1.72073080842022
"559",-1.09253752989145
"560",-0.980155066056738
"561",-0.963797082416179
"562",-1.68032059587922
"563",-0.606349330617715
"564",-0.929903893182468
"565",-2.71503566514552
"566",-1.37159819049047
"567",-0.887715125063727
"568",-0.975846961565777
"569",-0.702744478800397
"570",-1.54794208288376
"571",-0.840733451942315
"572",-0.930188234540975
"573",-1.32215229847991
"574",-1.17143302009752
"575",-0.389856481260064
"576",-1.40019536920697
"577",-0.990805835116514
"578",-1.88202252247034
"579",-1.10461373593496
"580",-0.903769619499393
"581",-1.20619235540929
"582",-1.31367152834566
"583",-1.22449186867989
"584",-0.60573845132614
"585",-1.02598377439273
"586",-1.31820566189715
"587",-1.30941056885331
"588",-0.711063617896084
"589",-2.09673643840781
"590",-1.31120110997069
"591",-0.563706577302754
"592",-1.40061745338665
"593",-0.810361352422488
"594",-1.54233142919046
"595",-1.21846104121049
"596",-1.44722370911356
"597",-1.10601568754575
"598",-0.89156535325182
"599",-0.863731940202873
"600",-0.603638882611215
"601",-1.7293799964705
"602",-1.31204684779128
"603",-1.04592411882059
"604",-1.69053827396522
"605",-1.4640366840837
"606",-1.47057816756143
"607",-1.55955247937978
"608",-1.62248856389334
"609",-1.84447061535672
"610",-1.3405680627011
"611",-1.45096828170892
"612",-1.30411129564382
"613",-1.16855420233578
"614",-1.62629524955807
"615",-1.20364180366767
"616",-1.10744686318783
"617",-0.521560091934388
"618",-1.4394267781437
"619",-2.00746622957847
"620",-0.745312200234859
"621",-0.855344028609374
"622",-1.73497405752079
"623",-0.869247305682673
"624",-0.696586618677238
"625",-1.35048362998602
"626",-1.43423023165649
"627",-1.74125553830868
"628",-1.40364072385215
"629",-0.653556930545721
"630",-0.203859683597688
"631",-0.989393281500843
"632",-1.87405437250349
"633",-1.17168938312204
"634",-1.5637290007955
"635",-1.08732361412108
"636",-1.58236312711523
"637",-1.02863474300717
"638",-2.34041174915803
"639",-1.36060360238402
"640",-0.844565388923484
"641",-0.886617352664431
"642",-0.739163645708145
"643",-1.2006023397836
"644",-0.753679381607789
"645",-0.757861678974359
"646",-0.712680412817302
"647",-1.9290039888262
"648",-1.48680561386953
"649",-1.88202252247034
"650",-0.237013073606609
"651",-1.35919931127477
"652",-0.609449879201457
"653",-1.6131933776899
"654",-0.541185106807606
"655",-1.99302827661185
"656",-0.995638498922061
"657",-1.35181424254121
"658",-0.92574045080574
"659",-0.81362430655479
"660",-2.4770925537876
"661",-1.51771313047955
"662",-0.897774415464863
"663",-1.18378020775458
"664",-2.60361464699668
"665",-1.49853965257812
"666",-1.98043063355439
"667",-0.683908841064237
"668",-1.0375325645855
"669",-2.27271177155994
"670",-1.23819100236927
"671",-1.45294444705982
"672",-2.01726155101552
"673",-1.17373763626482
"674",-1.55877528774156
"675",-1.1701002519505
"676",-1.59541368235125
"677",-1.34648532988219
"678",-1.21023376990195
"679",-1.36734606616054
"680",-1.1863605515382
"681",-1.16239462640093
"682",-1.19977197078323
"683",-0.923463506454254
"684",-1.372017379955
"685",-0.853927621985136
"686",-1.07812305377286
"687",-0.88406412796258
"688",-0.981083770977666
"689",-1.28815278059685
"690",-1.28523434596429
"691",-1.41781511029856
"692",-1.26285255697745
"693",-1.03864267552591
"694",-1.37425313792327
"695",-2.24320078371744
"696",-1.24851484629584
"697",-1.05013050248579
"698",-1.03775902290839
"699",-0.473345123211826
"700",-0.633427635925495
"701",-1.50123818529211
"702",-0.627525915966096
"703",-1.68063467180843
"704",-1.019983483406
"705",-2.24428904065489
"706",-1.20497350999922
"707",-1.54750313054899
"708",-0.964527517758907
"709",-1.45388830320444
"710",-1.43801724339863
"711",-1.28572535613458
"712",-1.21229191372396
"713",-0.744844156211771
"714",-2.19064035542814
"715",-1.50901595042754
"716",-0.756378932726981
"717",-0.943564355930438
"718",-0.608190396150101
"719",-1.3327573212669
"720",-1.74958588460872
"721",-1.58545668955811
"722",-2.30791873801592
"723",-1.13564199258254
"724",-1.07550685763026
"725",-1.36653491548591
"726",-1.32517916012254
"727",-1.35890452024895
"728",-1.1733905451647
"729",-1.27320063499212
"730",-1.83018139260945
"731",-1.40143349652653
"732",-1.1169603414755
"733",-1.63481690209038
"734",-0.966697267754547
"735",-0.907365533354816
"736",-1.41936180584889
"737",-1.25929880632733
"738",-1.14370945235211
"739",-2.14854162178465
"740",-2.12672663826221
"741",-0.836217275058303
"742",-1.52766768861361
"743",-2.24270104904433
"744",-2.05529800625243
"745",-1.38130706316967
"746",-0.946241205569801
"747",-1.81302502796519
"748",-1.49843368875886
"749",-0.857247835356962
"750",-0.836467552117379
"751",-0.904675967875619
"752",-1.19107766421151
"753",-0.979954878973441
"754",-0.574014896576299
"755",-0.413229399844708
"756",-1.21351821211368
"757",-0.515824385425501
"758",-1.24158438825805
"759",-1.49503310551972
"760",-1.01827961444783
"761",-1.97925430773372
"762",-1.32535489712274
"763",-0.810844020319101
"764",-0.564735240615606
"765",-1.40384948755958
"766",-1.52948137312795
"767",-1.44748767490705
"768",-1.30808351005771
"769",-1.24569598013572
"770",-1.14595930005147
"771",-0.662841222156242
"772",-0.72871084187618
"773",-2.09508790116612
"774",-1.13074074547873
"775",-0.844350910566613
"776",-0.780460156925018
"777",-0.396255189513385
"778",-0.827524462648263
"779",-1.33705469267882
"780",-2.40932540145822
"781",-0.630694166121816
"782",-1.2096625405172
"783",-1.05630494114613
"784",-0.866786497909133
"785",-1.37457847459062
"786",-0.748092890325031
"787",-0.979975854530941
"788",-2.26300135573076
"789",-1.38388152264778
"790",-1.27900309654906
"791",-0.458214355876637
"792",-1.20727094764872
"793",-0.697268264908546
"794",-1.20898064494477
"795",-0.983589089754671
"796",-0.98488144637974
"797",-0.374464480043129
"798",-1.28276583003175
"799",-1.4446808377875
"800",-1.45777400566847
"801",0.126545829956595
"802",-0.658888869764713
"803",-0.873138412865789
"804",-0.741893545626304
"805",-0.761196641005859
"806",-0.757063513463296
"807",-2.32874471065484
"808",-1.2787218648802
"809",-0.710624258636772
"810",-0.875409080291763
"811",-1.03463948816285
"812",-1.53849281743338
"813",-1.21765094457914
"814",-0.912967583852906
"815",-1.03354225681684
"816",-1.5439414475629
"817",-1.40343653815253
"818",-0.603838239207782
"819",-1.47258001928054
"820",-1.37351545816839
"821",-2.36284361361634
"822",-1.06896856025298
"823",-1.43792208490295
"824",-1.30032707478417
"825",-0.731912306213729
"826",-1.32552033092362
"827",-1.56802298419999
"828",-0.732787132160732
"829",-1.58111207153784
"830",-1.22797215271161
"831",-1.70926992994032
"832",-0.76988833555362
"833",-1.08270562696568
"834",-0.720469008419516
"835",-0.856897261733172
"836",-0.935366068216009
"837",-1.34469374222011
"838",-1.64771650213857
"839",-2.28835587161986
"840",-1.23921746659529
"841",-2.38015472955672
"842",-2.09420722309207
"843",-0.835593420910134
"844",-0.583129336836717
"845",-1.26233141873386
"846",-0.931468666416587
"847",-1.13946260868279
"848",-1.06018656781086
"849",-1.11238403965022
"850",-1.24967870307945
"851",-1.82265073359293
"852",-1.54263451556663
"853",-0.766506202157508
"854",-1.09876927091483
"855",-0.65982740297579
"856",-0.888491961759784
"857",-1.67667971729392
"858",-1.54606288251511
"859",-0.434980065466131
"860",-1.72179552191173
"861",-1.43206766724157
"862",-1.21746468674368
"863",-1.45777966539414
"864",-0.97432209707474
"865",-0.845163974361598
"866",-1.63890520802703
"867",-0.843355837058992
"868",-0.705382869037273
"869",-1.46655679345099
"870",-1.3884926051163
"871",-0.835500833841826
"872",-1.04070237043288
"873",-1.44578945004264
"874",-1.38052156080988
"875",-1.13992070395717
"876",-0.943496667358028
"877",-1.31283693659856
"878",-1.20467382502373
"879",-1.86641117602735
"880",-0.827200543494448
"881",-1.72097699325582
"882",-0.545028358681954
"883",-1.71528543281604
"884",-1.14288650964529
"885",-1.37463609928816
"886",-1.41949003811488
"887",-1.43150570699459
"888",-0.958807116647193
"889",-0.756801734328208
"890",-0.508804460805233
"891",-1.46751087902629
"892",-0.886321860667376
"893",-1.30304620291591
"894",-1.43636081131674
"895",0.241869375788789
"896",-0.924103573520867
"897",-1.92957290096529
"898",-1.4426052004319
"899",-0.952963722823756
"900",-1.29560515315244
"901",-0.133208988651381
"902",-0.546322835387632
"903",-0.776261778111009
"904",-1.64693937490864
"905",-1.60514616808122
"906",-1.42083269255815
"907",-1.11329948461187
"908",-0.9368196760602
"909",-1.69433198612514
"910",-1.04216554576846
"911",-1.0308092600103
"912",-0.989734502799433
"913",-1.38136806704949
"914",-0.573574155207682
"915",-1.22048678985726
"916",-2.51352124399574
"917",-1.37126946079279
"918",-0.644623285135317
"919",-0.617337301675749
"920",-1.3665919583157
"921",-1.83396777003869
"922",-0.762585781406517
"923",-1.00828350612803
"924",-1.19434827021762
"925",-1.36259678615577
"926",-1.05037910970901
"927",-0.86821583357177
"928",-1.50428395651978
"929",-1.10391301555621
"930",-1.39831840221961
"931",-1.24701965572283
"932",-1.0893521980542
"933",-1.10584323727569
"934",-0.994261054090352
"935",-0.620251209704767
"936",-1.66150215178949
"937",-0.489405512481015
"938",-1.21123287880309
"939",-1.16158535367328
"940",-1.46010245726939
"941",-1.53417525591333
"942",-0.465349297832677
"943",-1.14299606603365
"944",-0.274332084746567
"945",-1.35685647990691
"946",-1.23035594129097
"947",-1.37940568000861
"948",-0.698786197644224
"949",-1.10683929594721
"950",-1.10437861032326
"951",-1.12392343145901
"952",-0.285226778941421
"953",-1.54825131656334
"954",-0.539058220098217
"955",-1.34603725438427
"956",-1.21634885259951
"957",-0.701314294747016
"958",-1.28597431181421
"959",-0.542840929315245
"960",-1.40909667898356
"961",-0.981616198527777
"962",-0.591127648146623
"963",-1.02872607964378
"964",-1.31231227126814
"965",-0.297069544980683
"966",-1.6090021871257
"967",-1.29183789367713
"968",-1.39710091221001
"969",-0.959572123824552
"970",-2.22893819199182
"971",-1.28870793496457
"972",-1.33103199072033
"973",-1.26490953638822
"974",-1.85352247691748
"975",-2.45491971029458
"976",-0.931108755524108
"977",0.293635032273564
"978",-1.09812975710216
"979",-1.21818531612679
"980",-0.529333911793263
"981",-2.20446505351605
"982",-1.83600638800069
"983",-2.17200647505649
"984",-1.32456835243143
"985",-1.35487117629735
"986",-0.769002953930951
"987",-0.901979464971914
"988",-1.38101044496712
"989",-1.27835933470361
"990",-1.11899418923259
"991",-1.62903388133493
"992",-0.454374075700713
"993",-0.814149164133374
"994",-0.677249179129879
"995",-0.997009701947593
"996",-1.16083419188623
"997",-1.547832960559
"998",-1.50447514263519
"999",-0.939599425763852
"1000",-0.901001987680335
"1001",-1.11531129170897
"1002",-1.72035133797373
"1003",-0.980521230663804
"1004",-1.1270446651493
"1005",-1.55381864392256
"1006",-1.42650431543953
"1007",-1.36069978805102
"1008",-0.923276915275068
"1009",-1.4816573754619
"1010",-1.61638865683833
"1011",-0.787248043478953
"1012",-1.18415327414307
"1013",-1.77603830859097
"1014",-1.01665441527739
"1015",-0.980905095786332
"1016",-2.76440745868457
"1017",-1.38953153024788
"1018",-0.516789867631971
"1019",-0.78282011335115
"1020",-0.766160396996278
"1021",-0.924865571929157
"1022",-1.17366189977468
"1023",-1.46465256499711
"1024",-1.07057022657656
"1025",-0.932691967471306
"1026",-1.21805187143348
"1027",-1.56886206013922
"1028",-0.720658928384095
"1029",-0.784645674571688
"1030",-0.772531614485384
"1031",-1.04294274355237
"1032",-1.02855193187448
"1033",-1.23603279602264
"1034",-0.742836118434421
"1035",-1.15475569378634
"1036",-1.61763786515457
"1037",-1.44161780672789
"1038",-1.77828160777067
"1039",-1.5552113851942
"1040",-1.02491303139705
"1041",-1.55908662373302
"1042",-1.29482395242797
"1043",-0.843675120188994
"1044",-0.705706986934779
"1045",-1.44416476312126
"1046",-1.49637888394961
"1047",-1.8651416323128
"1048",-1.37374044773183
"1049",-1.10933315461843
"1050",-0.937935300800711
"1051",-1.19151758289203
"1052",-0.908983184723237
"1053",-1.14803429323798
"1054",-1.40961950293399
"1055",-1.01725750168685
"1056",-0.839605135733717
"1057",-0.782454799199964
"1058",-1.33121276924711
"1059",-1.06917403486195
"1060",-0.638097093842317
"1061",-0.857243415598597
"1062",-1.02731702235296
"1063",-0.668094172284007
"1064",-1.88354594200136
"1065",-1.47053458593615
"1066",-1.57679076988957
"1067",-0.929259907103687
"1068",-0.84085552678559
"1069",-1.27880615552866
"1070",-1.47738069772796
"1071",-0.711201457381835
"1072",-1.20741747960062
"1073",-1.63718988926893
"1074",-1.92148352721974
"1075",-0.800455277847206
"1076",-1.73724198478088
"1077",-1.39024637972631
"1078",-1.48933577658454
"1079",-0.758838681343888
"1080",-1.54973999493506
"1081",-1.2364083909185
"1082",-1.36913149863125
"1083",-1.33921508515747
"1084",-1.1717893015954
"1085",-0.742037021471705
"1086",-1.70505501446873
"1087",-1.13756740623345
"1088",-1.07365682490125
"1089",-0.97562568380107
"1090",-0.844989628080776
"1091",-1.87453023824692
"1092",-1.0900891872289
"1093",-1.28304406583308
"1094",-1.28551375104294
"1095",-1.16773486159882
"1096",-0.219017947279546
"1097",-0.5632843864574
"1098",-1.69827360195208
"1099",-1.67388831457525
"1100",-1.07104614807546
"1101",-1.63699257282316
"1102",-0.876322818800092
"1103",-1.09639478284242
"1104",-1.32462207928791
"1105",-0.676788937543214
"1106",-1.05294420836214
"1107",-1.23413806719813
"1108",-1.13798647284773
"1109",-0.726394610209826
"1110",-1.96566940378348
"1111",-1.10383392220622
"1112",-0.892572027666491
"1113",-0.783611828964962
"1114",-0.881936143406905
"1115",-1.28272502526519
"1116",0.0924252033079707
"1117",-1.14682402755529
"1118",-1.49665896893313
"1119",-1.46458624445452
"1120",-1.12526385726431
"1121",-0.713644695877828
"1122",-1.48163933897227
"1123",-1.02100723498143
"1124",-1.04592134062584
"1125",-1.85045328612965
"1126",-1.25771932844735
"1127",-0.749261932071801
"1128",-1.10164420611371
"1129",-1.09995304834511
"1130",-1.02530367147924
"1131",-1.55286652422606
"1132",-1.45398938974748
"1133",-1.37664212808538
"1134",-1.39357762475634
"1135",-1.17493468587858
"1136",-1.62220823625769
"1137",-1.08674576041842
"1138",-1.01801854851616
"1139",-0.852222230081821
"1140",-1.2193306246992
"1141",-2.09769765840611
"1142",-1.59128368468124
"1143",-0.278127366418475
"1144",-0.724972904551884
"1145",-1.09556345679168
"1146",-0.980284808348842
"1147",-1.27355818038206
"1148",-1.10544762186546
"1149",-1.96958047793394
"1150",-1.52264792558648
"1151",-0.960290730179959
"1152",-0.554556813683905
"1153",-0.726829617804751
