,estimator,DGP,dataset,mse,r2,mab
1337,DR MOM AML,7,7,3.092093087,0.423300846,0.768609488
1338,DR MOM AML,7,8,3.014300005,0.436481702,0.768609488
1339,DR MOM AML,7,9,2.503289573,0.531709126,0.768609488
1340,DR MOM AML,8,0,7.214032685,-1.868019223,1.150252613
1341,DR MOM AML,8,1,7.53456657,-1.942993068,1.150252613
1342,DR MOM AML,8,2,15.62872833,-5.15592024,1.150252613
1343,DR MOM AML,8,3,7.80514165,-2.041891478,1.150252613
1344,DR MOM AML,8,4,9.687718306,-2.835667434,1.150252613
1345,DR MOM AML,8,5,11.94057164,-3.69348616,1.150252613
1346,DR MOM AML,8,6,10.04668026,-2.976093525,1.150252613
1347,DR MOM AML,8,7,10.96974267,-3.379842063,1.150252613
1348,DR MOM AML,8,8,10.74581621,-3.246810733,1.150252613
1349,DR MOM AML,8,9,10.65384258,-3.205683615,1.150252613
1350,R OLS,0,0,1.933893519,0.231159044,0.831731445
1351,R OLS,0,1,2.04869368,0.199782596,0.831731445
1352,R OLS,0,2,2.356905598,0.071650452,0.831731445
1353,R OLS,0,3,2.062116264,0.196333113,0.831731445
1354,R OLS,0,4,2.11905238,0.161001595,0.831731445
1355,R OLS,0,5,2.181595193,0.142479342,0.831731445
1356,R OLS,0,6,2.274355393,0.09989673,0.831731445
1357,R OLS,0,7,2.106585274,0.158912741,0.831731445
1358,R OLS,0,8,2.154727735,0.148438733,0.831731445
1359,R OLS,0,9,1.952779146,0.229125905,0.831731445
1360,R OLS,1,0,0.84017128,-0.015204799,0.326545344
1361,R OLS,1,1,0.860575557,-0.038524732,0.326545344
1362,R OLS,1,2,1.039810722,-0.256780317,0.326545344
1363,R OLS,1,3,0.929708082,-0.133245661,0.326545344
1364,R OLS,1,4,0.848019153,-0.029400061,0.326545344
1365,R OLS,1,5,0.974301097,-0.17211562,0.326545344
1366,R OLS,1,6,0.872725414,-0.069665968,0.326545344
1367,R OLS,1,7,0.811126132,-0.003061723,0.326545344
1368,R OLS,1,8,0.917935581,-0.105477594,0.326545344
1369,R OLS,1,9,0.836149879,-0.01633149,0.326545344
1370,R OLS,2,0,24.51151089,0.281946039,3.592067005
1371,R OLS,2,1,24.61271095,0.279892741,3.592067005
1372,R OLS,2,2,24.84905085,0.271911182,3.592067005
1373,R OLS,2,3,24.67476227,0.279184416,3.592067005
1374,R OLS,2,4,24.58207928,0.280670006,3.592067005
1375,R OLS,2,5,24.66269613,0.277945209,3.592067005
1376,R OLS,2,6,24.69110664,0.275954202,3.592067005
1377,R OLS,2,7,24.4430028,0.283025218,3.592067005
1378,R OLS,2,8,24.68794559,0.275707352,3.592067005
1379,R OLS,2,9,24.47256338,0.283751968,3.592067005
1380,R OLS,3,0,182.2124025,0.028843463,6.194084897
1381,R OLS,3,1,182.3067625,0.030580006,6.194084897
1382,R OLS,3,2,181.0156588,0.032296566,6.194084897
1383,R OLS,3,3,182.2621614,0.028650922,6.194084897
1384,R OLS,3,4,182.8324344,0.028647802,6.194084897
1385,R OLS,3,5,183.7526201,0.032431996,6.194084897
1386,R OLS,3,6,182.4855972,0.030356222,6.194084897
1387,R OLS,3,7,179.5464731,0.031341494,6.194084897
1388,R OLS,3,8,182.3195162,0.028867585,6.194084897
1389,R OLS,3,9,181.9018198,0.030889443,6.194084897
1390,R OLS,4,0,7.216279198,0.223550651,1.952031067
1391,R OLS,4,1,7.397724262,0.201248817,1.952031067
1392,R OLS,4,2,7.716173624,0.171081303,1.952031067
1393,R OLS,4,3,7.179384542,0.232068185,1.952031067
1394,R OLS,4,4,7.414711366,0.202663155,1.952031067
1395,R OLS,4,5,7.582705829,0.186960865,1.952031067
1396,R OLS,4,6,7.712322773,0.165015332,1.952031067
1397,R OLS,4,7,7.256765155,0.214024071,1.952031067
1398,R OLS,4,8,7.770312781,0.162158903,1.952031067
1399,R OLS,4,9,7.384387881,0.205796108,1.952031067
1400,R OLS,5,0,4.186410266,0.474389887,1.368696832
1401,R OLS,5,1,4.158592486,0.481252166,1.368696832
1402,R OLS,5,2,4.551879879,0.429104321,1.368696832
1403,R OLS,5,3,4.201761638,0.478428998,1.368696832
1404,R OLS,5,4,4.18057428,0.478663465,1.368696832
1405,R OLS,5,5,4.26976084,0.467218778,1.368696832
1406,R OLS,5,6,4.501708627,0.437206156,1.368696832
1407,R OLS,5,7,4.287793015,0.460602019,1.368696832
1408,R OLS,5,8,4.376419882,0.453573348,1.368696832
1409,R OLS,5,9,3.847034872,0.518398937,1.368696832
1410,R OLS,6,0,1.34153939,-0.015994917,0.614235584
1411,R OLS,6,1,1.362035665,-0.029605455,0.614235584
1412,R OLS,6,2,1.683160199,-0.273320412,0.614235584
1413,R OLS,6,3,1.463996197,-0.106117848,0.614235584
1414,R OLS,6,4,1.347815773,-0.022281408,0.614235584
1415,R OLS,6,5,1.482317089,-0.122010173,0.614235584
1416,R OLS,6,6,1.407417728,-0.055774083,0.614235584
1417,R OLS,6,7,1.519020366,-0.147132054,0.614235584
1418,R OLS,6,8,1.346255595,-0.020706589,0.614235584
1419,R OLS,6,9,1.331514629,-0.011256383,0.614235584
1420,R OLS,7,0,1.792222552,0.663670723,0.786574193
1421,R OLS,7,1,1.912634139,0.643931418,0.786574193
1422,R OLS,7,2,2.161076042,0.59614212,0.786574193
1423,R OLS,7,3,1.950568586,0.635531559,0.786574193
1424,R OLS,7,4,1.979689625,0.627447077,0.786574193
1425,R OLS,7,5,2.034983888,0.619856937,0.786574193
1426,R OLS,7,6,2.154592898,0.596423635,0.786574193
1427,R OLS,7,7,2.013292973,0.624505369,0.786574193
1428,R OLS,7,8,1.996291988,0.626796582,0.786574193
1429,R OLS,7,9,1.811866855,0.66105371,0.786574193
1430,R OLS,8,0,2.598316828,-0.032989859,0.985711932
1431,R OLS,8,1,2.635570581,-0.029450849,0.985711932
1432,R OLS,8,2,2.817145962,-0.109631282,0.985711932
1433,R OLS,8,3,2.424178489,0.055226898,0.985711932
1434,R OLS,8,4,3.315057402,-0.3125338,0.985711932
1435,R OLS,8,5,2.552117894,-0.003162191,0.985711932
1436,R OLS,8,6,2.785075146,-0.102226703,0.985711932
1437,R OLS,8,7,2.833349483,-0.131259284,0.985711932
1438,R OLS,8,8,2.361942665,0.066546155,0.985711932
1439,R OLS,8,9,2.571095123,-0.014958927,0.985711932
1440,R RF,0,0,2.174730955,0.135411433,0.896254604
1441,R RF,0,1,2.173757553,0.150932791,0.896254604
1442,R RF,0,2,2.722472816,-0.072340958,0.896254604
1443,R RF,0,3,2.022594345,0.211735958,0.896254604
1444,R RF,0,4,2.37072038,0.061358447,0.896254604
1445,R RF,0,5,2.307260723,0.093083933,0.896254604
1446,R RF,0,6,2.369716516,0.062156428,0.896254604
1447,R RF,0,7,2.148746058,0.142079386,0.896254604
1448,R RF,0,8,2.271559423,0.102266152,0.896254604
1449,R RF,0,9,2.043263211,0.193406647,0.896254604
1450,R RF,1,0,0.842430332,-0.01793448,0.305598718
1451,R RF,1,1,0.83563731,-0.008429772,0.305598718
1452,R RF,1,2,1.264766818,-0.528676333,0.305598718
1453,R RF,1,3,0.850073395,-0.036176844,0.305598718
1454,R RF,1,4,0.829557069,-0.006989163,0.305598718
1455,R RF,1,5,0.883828714,-0.063274427,0.305598718
1456,R RF,1,6,0.941189608,-0.153579897,0.305598718
1457,R RF,1,7,0.843658439,-0.043292102,0.305598718
1458,R RF,1,8,0.859061085,-0.034574538,0.305598718
1459,R RF,1,9,0.82881579,-0.007416981,0.305598718
1460,R RF,2,0,24.78147637,0.274037518,3.628823207
1461,R RF,2,1,24.71957774,0.276766082,3.628823207
1462,R RF,2,2,25.24917997,0.260187212,3.628823207
1463,R RF,2,3,24.56531861,0.282381558,3.628823207
1464,R RF,2,4,24.75562396,0.275591677,3.628823207
1465,R RF,2,5,24.81642569,0.273444437,3.628823207
1466,R RF,2,6,24.85957246,0.271014084,3.628823207
1467,R RF,2,7,24.51620794,0.280877927,3.628823207
1468,R RF,2,8,24.85577802,0.270783499,3.628823207
1469,R RF,2,9,24.6347226,0.279005991,3.628823207
1470,R RF,3,0,182.3032214,0.028359416,6.16561759
1471,R RF,3,1,182.2208847,0.031036663,6.16561759
1472,R RF,3,2,181.3460579,0.030530264,6.16561759
1473,R RF,3,3,181.7780977,0.031230694,6.16561759
1474,R RF,3,4,182.758075,0.029042859,6.16561759
1475,R RF,3,5,183.6825363,0.032801029,6.16561759
1476,R RF,3,6,182.4468387,0.030562166,6.16561759
1477,R RF,3,7,179.720193,0.03040427,6.16561759
1478,R RF,3,8,182.3244345,0.028841387,6.16561759
1479,R RF,3,9,182.082087,0.029929041,6.16561759
1480,R RF,4,0,7.688581138,0.172732421,1.966098118
1481,R RF,4,1,7.765189066,0.161572704,1.966098118
1482,R RF,4,2,8.289835366,0.10945504,1.966098118
1483,R RF,4,3,7.341032278,0.214777784,1.966098118
1484,R RF,4,4,7.798440369,0.161399071,1.966098118
1485,R RF,4,5,7.959863237,0.146520983,1.966098118
1486,R RF,4,6,8.139904557,0.118722634,1.966098118
1487,R RF,4,7,7.483179336,0.189501286,1.966098118
1488,R RF,4,8,8.090876141,0.127593864,1.966098118
1489,R RF,4,9,7.665395845,0.175573207,1.966098118
1490,R RF,5,0,4.197945429,0.47294163,1.341166901
1491,R RF,5,1,4.132880338,0.48445953,1.341166901
1492,R RF,5,2,4.74409506,0.40499674,1.341166901
1493,R RF,5,3,3.907607128,0.514942841,1.341166901
1494,R RF,5,4,4.02618458,0.49791656,1.341166901
1495,R RF,5,5,4.304328503,0.462905421,1.341166901
1496,R RF,5,6,4.530409497,0.433618035,1.341166901
1497,R RF,5,7,4.185918268,0.473417711,1.341166901
1498,R RF,5,8,4.455396068,0.443712618,1.341166901
1499,R RF,5,9,3.948567224,0.505688346,1.341166901
1500,R RF,6,0,1.322769584,-0.001779884,0.52904029
1501,R RF,6,1,1.399649484,-0.058038919,0.52904029
1502,R RF,6,2,1.866067279,-0.411690674,0.52904029
1503,R RF,6,3,1.343359869,-0.01497144,0.52904029
1504,R RF,6,4,1.316900881,0.001166693,0.52904029
1505,R RF,6,5,1.377815646,-0.042909902,0.52904029
1506,R RF,6,6,1.490912974,-0.118408022,0.52904029
1507,R RF,6,7,1.340874092,-0.012599756,0.52904029
1508,R RF,6,8,1.331682401,-0.009657457,0.52904029
1509,R RF,6,9,1.393045853,-0.057988008,0.52904029
1510,R RF,7,0,1.973791379,0.629597437,0.81446177
1511,R RF,7,1,2.020215116,0.623903434,0.81446177
1512,R RF,7,2,2.447350441,0.542643692,0.81446177
1513,R RF,7,3,1.863725453,0.651758407,0.81446177
1514,R RF,7,4,2.15387981,0.594666655,0.81446177
1515,R RF,7,5,2.1952744,0.589914034,0.81446177
1516,R RF,7,6,2.198178248,0.588259672,0.81446177
1517,R RF,7,7,2.024790968,0.622360904,0.81446177
1518,R RF,7,8,2.104447921,0.606577013,0.81446177
1519,R RF,7,9,1.902014259,0.644189818,0.81446177
1520,R RF,8,0,2.787836739,-0.108335616,1.055136363
1521,R RF,8,1,2.638334427,-0.030530404,1.055136363
1522,R RF,8,2,4.566081949,-0.798510775,1.055136363
1523,R RF,8,3,2.615486485,-0.019331411,1.055136363
1524,R RF,8,4,2.682331172,-0.062017907,1.055136363
1525,R RF,8,5,2.686317825,-0.055912222,1.055136363
1526,R RF,8,6,2.797158598,-0.107008873,1.055136363
1527,R RF,8,7,2.761859717,-0.102715872,1.055136363
1528,R RF,8,8,2.377520983,0.060389511,1.055136363
1529,R RF,8,9,2.647976217,-0.04530831,1.055136363
1530,R AML,0,0,2.005090273,0.20285398,0.851736037
1531,R AML,0,1,,,0.851736037
1532,R AML,0,2,2.426925077,0.044070836,0.851736037
1533,R AML,0,3,1.973422092,0.23089982,0.851736037
1534,R AML,0,4,2.132401872,0.155716118,0.851736037
1535,R AML,0,5,2.24090787,0.11916528,0.851736037
1536,R AML,0,6,2.258075842,0.106339557,0.851736037
1537,R AML,0,7,,,0.851736037
1538,R AML,0,8,2.120406024,0.162002878,0.851736037
1539,R AML,0,9,1.949428253,0.230448695,0.851736037
1540,R AML,1,0,0.831263901,-0.004441738,0.357623859
1541,R AML,1,1,,,0.357623859
1542,R AML,1,2,,,0.357623859
1543,R AML,1,3,0.839304519,-0.023050378,0.357623859
1544,R AML,1,4,0.824069452,-0.000327813,0.357623859
1545,R AML,1,5,1.028810289,-0.237691934,0.357623859
1546,R AML,1,6,,,0.357623859
1547,R AML,1,7,,,0.357623859
1548,R AML,1,8,0.849686313,-0.023284422,0.357623859
1549,R AML,1,9,0.825252781,-0.003086181,0.357623859
1550,R AML,2,0,24.52159096,0.281650747,3.609827421
1551,R AML,2,1,24.5460277,0.281843729,3.609827421
1552,R AML,2,2,,,3.609827421
1553,R AML,2,3,,,3.609827421
1554,R AML,2,4,24.53925354,0.281923189,3.609827421
1555,R AML,2,5,,,3.609827421
1556,R AML,2,6,24.71642648,0.275211719,3.609827421
1557,R AML,2,7,24.44927945,0.282841108,3.609827421
1558,R AML,2,8,24.67161763,0.27618638,3.609827421
1559,R AML,2,9,24.47336459,0.283728519,3.609827421
1560,R AML,3,0,182.3417964,0.028153819,6.19982565
1561,R AML,3,1,182.2640747,0.030806999,6.19982565
1562,R AML,3,2,181.1950109,0.031337756,6.19982565
1563,R AML,3,3,182.0969939,0.029531166,6.19982565
1564,R AML,3,4,182.7841373,0.028904395,6.19982565
1565,R AML,3,5,183.7141473,0.032634579,6.19982565
1566,R AML,3,6,182.3950576,0.030837308,6.19982565
1567,R AML,3,7,179.7816153,0.030072895,6.19982565
1568,R AML,3,8,182.4581018,0.028129403,6.19982565
1569,R AML,3,9,181.9812452,0.030466291,6.19982565
1570,R AML,4,0,7.38956673,0.204905448,1.922194873
1571,R AML,4,1,7.428216443,0.197956499,1.922194873
1572,R AML,4,2,7.841490642,0.15761898,1.922194873
1573,R AML,4,3,7.306901375,0.218428543,1.922194873
1574,R AML,4,4,7.536452497,0.18957179,1.922194873
1575,R AML,4,5,7.67112714,0.177480083,1.922194873
1576,R AML,4,6,7.762601408,0.15957185,1.922194873
1577,R AML,4,7,7.404796777,0.197990854,1.922194873
1578,R AML,4,8,7.633706707,0.176888578,1.922194873
1579,R AML,4,9,7.421232738,0.201833379,1.922194873
1580,R AML,5,0,3.988053124,0.499293925,1.305718264
1581,R AML,5,1,3.986775189,0.502684863,1.305718264
1582,R AML,5,2,4.466013861,0.439873617,1.305718264
1583,R AML,5,3,3.939299018,0.511008879,1.305718264
1584,R AML,5,4,4.033903726,0.496953947,1.305718264
1585,R AML,5,5,4.186448122,0.477614547,1.305718264
1586,R AML,5,6,4.322980272,0.459550387,1.305718264
1587,R AML,5,7,4.166980733,0.475800024,1.305718264
1588,R AML,5,8,4.221049078,0.47297248,1.305718264
1589,R AML,5,9,3.785182892,0.526142038,1.305718264
1590,R AML,6,0,1.321596235,-0.000891266,0.532604465
1591,R AML,6,1,1.323006868,-0.000102363,0.532604465
1592,R AML,6,2,1.692481837,-0.280372285,0.532604465
1593,R AML,6,3,1.359921512,-0.027484539,0.532604465
1594,R AML,6,4,1.318635018,-0.000148603,0.532604465
1595,R AML,6,5,1.418790811,-0.073925231,0.532604465
1596,R AML,6,6,1.379150667,-0.034569553,0.532604465
1597,R AML,6,7,1.34443837,-0.015291423,0.532604465
1598,R AML,6,8,1.32997361,-0.008361883,0.532604465
1599,R AML,6,9,1.319511559,-0.002140312,0.532604465
1600,R AML,7,0,1.838886817,0.654913686,0.77251046
1601,R AML,7,1,1.892688928,0.64764455,0.77251046
1602,R AML,7,2,2.230305449,0.583204657,0.77251046
1603,R AML,7,3,1.837105995,0.656732317,0.77251046
1604,R AML,7,4,1.934870252,0.635881525,0.77251046
1605,R AML,7,5,2.083699088,0.610756745,0.77251046
1606,R AML,7,6,2.111509645,0.604493551,0.77251046
1607,R AML,7,7,1.956785649,0.63504442,0.77251046
1608,R AML,7,8,1.958149475,0.633927261,0.77251046
1609,R AML,7,9,1.792144008,0.664743267,0.77251046
1610,R AML,8,0,2.7374102,-0.088287982,1.035888284
1611,R AML,8,1,2.560434183,-0.000102658,1.035888284
1612,R AML,8,2,2.991571509,-0.178334873,1.035888284
1613,R AML,8,3,2.569005599,-0.001216453,1.035888284
1614,R AML,8,4,2.836655685,-0.123119757,1.035888284
1615,R AML,8,5,2.600141835,-0.022038985,1.035888284
1616,R AML,8,6,2.87268188,-0.136898113,1.035888284
1617,R AML,8,7,2.985119519,-0.191855855,1.035888284
1618,R AML,8,8,2.292589422,0.093954971,1.035888284
1619,R AML,8,9,2.613686348,-0.03177213,1.035888284
1620,CF,0,0,2.159357946,0.141523144,0.86269943
1621,CF,0,1,2.045658339,0.200968197,0.86269943
1622,CF,0,2,2.350817353,0.07404852,0.86269943
1623,CF,0,3,2.00928345,0.216923603,0.86269943
1624,CF,0,4,2.153282517,0.147448825,0.86269943
1625,CF,0,5,2.222935222,0.126229798,0.86269943
1626,CF,0,6,2.286160753,0.095224618,0.86269943
1627,CF,0,7,2.214739864,0.115730323,0.86269943
1628,CF,0,8,2.244612059,0.112915911,0.86269943
1629,CF,0,9,2.127303061,0.160231291,0.86269943
1630,CF,1,0,1.04033737,-0.257071642,0.333929065
1631,CF,1,1,1.05271035,-0.270389015,0.333929065
1632,CF,1,2,1.183282736,-0.430189573,0.333929065
1633,CF,1,3,1.022539368,-0.246400161,0.333929065
1634,CF,1,4,1.008285135,-0.223944974,0.333929065
1635,CF,1,5,1.05434147,-0.268406767,0.333929065
1636,CF,1,6,1.081549835,-0.325614028,0.333929065
1637,CF,1,7,1.033493146,-0.278047118,0.333929065
1638,CF,1,8,1.180499785,-0.421685887,0.333929065
1639,CF,1,9,0.99500551,-0.209418858,0.333929065
1640,CF,2,0,19.07216931,0.441289165,3.102889054
1641,CF,2,1,18.41888122,0.461108933,3.102889054
1642,CF,2,2,19.65074109,0.424224091,3.102889054
1643,CF,2,3,18.86951649,0.448771121,3.102889054
1644,CF,2,4,18.48819915,0.458991404,3.102889054
1645,CF,2,5,18.8848562,0.447104209,3.102889054
1646,CF,2,6,19.00895011,0.442578631,3.102889054
1647,CF,2,7,18.85949502,0.446803552,3.102889054
1648,CF,2,8,19.87672072,0.416858619,3.102889054
1649,CF,2,9,18.00538612,0.473029361,3.102889054
1650,CF,3,0,179.9067312,0.041132241,6.221725097
1651,CF,3,1,180.0146196,0.042768523,6.221725097
1652,CF,3,2,178.8450536,0.043900547,6.221725097
1653,CF,3,3,179.7961549,0.041793272,6.221725097
1654,CF,3,4,180.5576473,0.040733291,6.221725097
1655,CF,3,5,181.3783495,0.044933958,6.221725097
1656,CF,3,6,180.1429909,0.042803745,6.221725097
1657,CF,3,7,177.3586255,0.043144996,6.221725097
1658,CF,3,8,180.0404352,0.041007204,6.221725097
1659,CF,3,9,179.213755,0.04521053,6.221725097
1660,CF,4,0,6.670895219,0.282232282,1.840845804
1661,CF,4,1,6.62670989,0.284497208,1.840845804
1662,CF,4,2,7.282543344,0.217664527,1.840845804
1663,CF,4,3,6.463193513,0.308674456,1.840845804
1664,CF,4,4,6.835783483,0.264917841,1.840845804
1665,CF,4,5,6.839812795,0.266615955,1.840845804
1666,CF,4,6,7.160273105,0.224783709,1.840845804
1667,CF,4,7,6.819068624,0.261430723,1.840845804
1668,CF,4,8,7.013331562,0.243781096,1.840845804
1669,CF,4,9,7.016607287,0.245351557,1.840845804
1670,CF,5,0,5.338887057,0.329694691,1.542607609
1671,CF,5,1,4.97594506,0.379294622,1.542607609
1672,CF,5,2,5.287997151,0.33678067,1.542607609
1673,CF,5,3,4.74345204,0.411188153,1.542607609
1674,CF,5,4,4.658127005,0.419110479,1.542607609
1675,CF,5,5,4.603060027,0.425629669,1.542607609
1676,CF,5,6,4.797010875,0.400288109,1.542607609
1677,CF,5,7,5.003688968,0.370543374,1.542607609
1678,CF,5,8,5.441105866,0.320639851,1.542607609
1679,CF,5,9,4.620846519,0.421527314,1.542607609
1680,CF,6,0,1.487027052,-0.126177835,0.536826632
1681,CF,6,1,1.503077273,-0.136223227,0.536826632
1682,CF,6,2,1.637834489,-0.239031251,0.536826632
1683,CF,6,3,1.4955774,-0.12997893,0.536826632
1684,CF,6,4,1.489684088,-0.129884645,0.536826632
1685,CF,6,5,1.52536808,-0.154596756,0.536826632
1686,CF,6,6,1.560418343,-0.170547458,0.536826632
1687,CF,6,7,1.516668904,-0.145356279,0.536826632
1688,CF,6,8,1.644980568,-0.247194448,0.536826632
1689,CF,6,9,1.462222169,-0.110525915,0.536826632
1690,CF,7,0,2.230660576,0.581393249,0.887606999
1691,CF,7,1,2.332827615,0.56570543,0.887606999
1692,CF,7,2,2.449721228,0.542200643,0.887606999
1693,CF,7,3,2.207561482,0.587511817,0.887606999
1694,CF,7,4,2.353798042,0.557044534,0.887606999
1695,CF,7,5,2.372136439,0.556875503,0.887606999
1696,CF,7,6,2.395311321,0.551334716,0.887606999
1697,CF,7,7,2.358707864,0.560082834,0.887606999
1698,CF,7,8,2.284470661,0.572922066,0.887606999
1699,CF,7,9,2.296699097,0.570356047,0.887606999
1700,CF,8,0,2.799163822,-0.112838824,0.98670846
1701,CF,8,1,2.280124218,0.109386093,0.98670846
1702,CF,8,2,2.96194268,-0.166664524,0.98670846
1703,CF,8,3,2.53906173,0.010453547,0.98670846
1704,CF,8,4,2.471559586,0.021433085,0.98670846
1705,CF,8,5,2.694953501,-0.059306651,0.98670846
1706,CF,8,6,3.396510147,-0.344209396,0.98670846
1707,CF,8,7,2.741571516,-0.09461549,0.98670846
1708,CF,8,8,2.383691627,0.057950836,0.98670846
1709,CF,8,9,2.589089223,-0.022062231,0.98670846
1710,BCF,0,0,2.344959874,0.067735026,0.939128077
1711,BCF,0,1,2.456305806,0.040569767,0.939128077
1712,BCF,0,2,2.393998754,0.057040018,0.939128077
1713,BCF,0,3,2.161391847,0.157642521,0.939128077
1714,BCF,0,4,2.2815959,0.096645586,0.939128077
1715,BCF,0,5,2.360321153,0.072227444,0.939128077
1716,BCF,0,6,2.338667297,0.074444527,0.939128077
1717,BCF,0,7,2.476731231,0.011126154,0.939128077
1718,BCF,0,8,2.38755252,0.056424988,0.939128077
1719,BCF,0,9,2.184228078,0.137759717,0.939128077
1720,BCF,1,0,0.825293761,0.002772166,0.300808814
1721,BCF,1,1,0.839276787,-0.012821817,0.300808814
1722,BCF,1,2,0.826910618,0.000544074,0.300808814
1723,BCF,1,3,0.82125115,-0.001044651,0.300808814
1724,BCF,1,4,0.824830814,-0.00125202,0.300808814
1725,BCF,1,5,0.830797336,0.00052403,0.300808814
1726,BCF,1,6,0.816395749,-0.000624865,0.300808814
1727,BCF,1,7,0.827573438,-0.02340093,0.300808814
1728,BCF,1,8,0.877429798,-0.056696135,0.300808814
1729,BCF,1,9,0.823897257,-0.001438555,0.300808814
1730,BCF,2,0,15.87451271,0.534963112,2.897365003
1731,BCF,2,1,16.37650035,0.520863963,2.897365003
1732,BCF,2,2,17.76396183,0.479507606,2.897365003
1733,BCF,2,3,15.91520831,0.535074339,2.897365003
1734,BCF,2,4,16.19788927,0.526011308,2.897365003
1735,BCF,2,5,15.95992304,0.532738074,2.897365003
1736,BCF,2,6,16.51169475,0.515808531,2.897365003
1737,BCF,2,7,16.2960829,0.52199488,2.897365003
1738,BCF,2,8,18.05499238,0.470304315,2.897365003
1739,BCF,2,9,15.63603496,0.542374083,2.897365003
1740,BCF,3,0,181.5497123,0.032375472,6.139319188
1741,BCF,3,1,181.1471938,0.036746036,6.139319188
1742,BCF,3,2,180.3833051,0.035677107,6.139319188
1743,BCF,3,3,181.2613698,0.033984546,6.139319188
1744,BCF,3,4,181.8092481,0.034083786,6.139319188
1745,BCF,3,5,182.727737,0.037828622,6.139319188
1746,BCF,3,6,181.9206042,0.033358333,6.139319188
1747,BCF,3,7,178.9601646,0.034504645,6.139319188
1748,BCF,3,8,181.5227969,0.033111343,6.139319188
1749,BCF,3,9,181.1307887,0.034997232,6.139319188
1750,BCF,4,0,7.296037935,0.214968857,1.930451122
1751,BCF,4,1,7.48551757,0.19176955,1.930451122
1752,BCF,4,2,7.58508085,0.185164092,1.930451122
1753,BCF,4,3,6.950601292,0.256539633,1.930451122
1754,BCF,4,4,7.201388093,0.225602754,1.930451122
1755,BCF,4,5,7.339059214,0.213085344,1.930451122
1756,BCF,4,6,7.85794537,0.149249312,1.930451122
1757,BCF,4,7,7.309246558,0.208339842,1.930451122
1758,BCF,4,8,7.662417898,0.173792767,1.930451122
1759,BCF,4,9,7.827588212,0.158129133,1.930451122
1760,BCF,5,0,4.636053799,0.417936465,1.437739255
1761,BCF,5,1,4.872180237,0.392238371,1.437739255
1762,BCF,5,2,4.868239167,0.389426616,1.437739255
1763,BCF,5,3,4.223724097,0.475702765,1.437739255
1764,BCF,5,4,4.101176335,0.488564748,1.437739255
1765,BCF,5,5,4.5319606,0.434501463,1.437739255
1766,BCF,5,6,4.812672416,0.398330137,1.437739255
1767,BCF,5,7,4.652296067,0.414748078,1.437739255
1768,BCF,5,8,4.976500803,0.378649045,1.437739255
1769,BCF,5,9,4.080316891,0.489194921,1.437739255
1770,BCF,6,0,1.35153207,-0.023562725,0.585743065
1771,BCF,6,1,1.402783544,-0.060408054,0.585743065
1772,BCF,6,2,1.397032518,-0.056863168,0.585743065
1773,BCF,6,3,1.463177,-0.105498907,0.585743065
1774,BCF,6,4,1.478034769,-0.121048955,0.585743065
1775,BCF,6,5,1.431006472,-0.083171631,0.585743065
1776,BCF,6,6,1.46569193,-0.099488462,0.585743065
1777,BCF,6,7,1.436257502,-0.084631289,0.585743065
1778,BCF,6,8,1.475986745,-0.119066396,0.585743065
1779,BCF,6,9,1.353767593,-0.028157025,0.585743065
1780,BCF,7,0,2.101494071,0.605632693,0.88603488
1781,BCF,7,1,2.191507321,0.592014547,0.88603488
1782,BCF,7,2,2.506495833,0.531590711,0.88603488
1783,BCF,7,3,2.078463031,0.611634173,0.88603488
1784,BCF,7,4,2.312062839,0.564898579,0.88603488
1785,BCF,7,5,2.437091788,0.544741587,0.88603488
1786,BCF,7,6,2.317913247,0.565832133,0.88603488
1787,BCF,7,7,2.350436549,0.561625498,0.88603488
1788,BCF,7,8,2.484111064,0.535599629,0.88603488
1789,BCF,7,9,2.255563312,0.578051327,0.88603488
1790,BCF,8,0,2.798253405,-0.112476878,1.058545423
1791,BCF,8,1,2.627182104,-0.026174319,1.058545423
1792,BCF,8,2,2.709826199,-0.067359647,1.058545423
1793,BCF,8,3,2.695204645,-0.050399904,1.058545423
1794,BCF,8,4,2.66532569,-0.055284911,1.058545423
1795,BCF,8,5,2.56025783,-0.00636176,1.058545423
1796,BCF,8,6,2.699939388,-0.068533211,1.058545423
1797,BCF,8,7,2.631116208,-0.050514473,1.058545423
1798,BCF,8,8,2.531638777,-0.000518762,1.058545423
1799,BCF,8,9,2.67427288,-0.055689114,1.058545423
1800,BART,0,0,2.035366287,0.190817412,0.856625464
1801,BART,0,1,2.086866827,0.184872209,0.856625464
1802,BART,0,2,2.414058802,0.049138668,0.856625464
1803,BART,0,3,2.168318962,0.154942823,0.856625464
1804,BART,0,4,2.198575883,0.12951578,0.856625464
1805,BART,0,5,2.281848605,0.103072686,0.856625464
1806,BART,0,6,2.25566331,0.107294345,0.856625464
1807,BART,0,7,2.019020556,0.19387433,0.856625464
1808,BART,0,8,2.186095642,0.136041949,0.856625464
1809,BART,0,9,2.213244344,0.12630533,0.856625464
1810,BART,1,0,0.832002252,-0.005333911,0.306397631
1811,BART,1,1,0.832924114,-0.005155544,0.306397631
1812,BART,1,2,0.832745096,-0.006507841,0.306397631
1813,BART,1,3,0.918519669,-0.11960781,0.306397631
1814,BART,1,4,0.847231856,-0.028444371,0.306397631
