,estimator,DGP,dataset,mse,r2,mab
0,T OLS,0,0,2.813291081,-0.118455274,0.955858799
1,T OLS,0,1,2.85586804,-0.115498784,0.955858799
2,T OLS,0,2,3.201523819,-0.261031919,0.955858799
3,T OLS,0,3,3.101564174,-0.208770071,0.955858799
4,T OLS,0,4,3.194485606,-0.264795695,0.955858799
5,T OLS,0,5,3.186106667,-0.252364459,0.955858799
6,T OLS,0,6,3.418608694,-0.35295516,0.955858799
7,T OLS,0,7,3.267371938,-0.304549566,0.955858799
8,T OLS,0,8,3.164504462,-0.250631059,0.955858799
9,T OLS,0,9,2.685436478,-0.060096027,0.955858799
10,T OLS,1,0,1.754720187,-1.120282371,0.59761662
11,T OLS,1,1,1.750546685,-1.112523429,0.59761662
12,T OLS,1,2,2.098635532,-1.536542251,0.59761662
13,T OLS,1,3,2.122300395,-1.586927833,0.59761662
14,T OLS,1,4,2.083583569,-1.529236569,0.59761662
15,T OLS,1,5,2.063575621,-1.482547978,0.59761662
16,T OLS,1,6,2.376216598,-1.912437275,0.59761662
17,T OLS,1,7,2.35694479,-1.914665189,0.59761662
18,T OLS,1,8,2.178848673,-1.624005907,0.59761662
19,T OLS,1,9,1.678937143,-1.040730652,0.59761662
20,T OLS,2,0,25.10326382,0.264610896,3.599478558
21,T OLS,2,1,24.95608711,0.269846401,3.599478558
22,T OLS,2,2,25.39800338,0.255826616,3.599478558
23,T OLS,2,3,25.3616506,0.259118577,3.599478558
24,T OLS,2,4,25.13196132,0.264579152,3.599478558
25,T OLS,2,5,25.24277034,0.260962258,3.599478558
26,T OLS,2,6,25.3906095,0.255441873,3.599478558
27,T OLS,2,7,25.13604989,0.262696402,3.599478558
28,T OLS,2,8,25.325226,0.257010878,3.599478558
29,T OLS,2,9,24.93875405,0.270107785,3.599478558
30,T OLS,3,0,182.9255824,0.025042353,6.176427457
31,T OLS,3,1,182.8368054,0.027761492,6.176427457
32,T OLS,3,2,181.6553438,0.028876832,6.176427457
33,T OLS,3,3,182.3780263,0.02803343,6.176427457
34,T OLS,3,4,183.2793918,0.026273207,6.176427457
35,T OLS,3,5,184.3936531,0.029056572,6.176427457
36,T OLS,3,6,183.5217995,0.024850324,6.176427457
37,T OLS,3,7,180.2163103,0.027727702,6.176427457
38,T OLS,3,8,182.9279478,0.025626749,6.176427457
39,T OLS,3,9,182.477064,0.027824738,6.176427457
40,T OLS,4,0,7.889978457,0.151062692,2.014849394
41,T OLS,4,1,8.208825978,0.113672094,2.014849394
42,T OLS,4,2,8.214422608,0.117556341,2.014849394
43,T OLS,4,3,7.94005467,0.150704276,2.014849394
44,T OLS,4,4,7.937983324,0.146393397,2.014849394
45,T OLS,4,5,8.329319722,0.106906815,2.014849394
46,T OLS,4,6,8.521826686,0.077373337,2.014849394
47,T OLS,4,7,7.922700103,0.141897052,2.014849394
48,T OLS,4,8,8.556935926,0.077340541,2.014849394
49,T OLS,4,9,8.062411485,0.132873478,2.014849394
50,T OLS,5,0,4.518099439,0.432745812,1.376031272
51,T OLS,5,1,4.42374632,0.448176558,1.376031272
52,T OLS,5,2,4.839877602,0.392983716,1.376031272
53,T OLS,5,3,4.838929998,0.39933633,1.376031272
54,T OLS,5,4,4.667869311,0.417895569,1.376031272
55,T OLS,5,5,4.64762049,0.420069409,1.376031272
56,T OLS,5,6,4.962580669,0.379588933,1.376031272
57,T OLS,5,7,4.7973821,0.396496471,1.376031272
58,T OLS,5,8,4.750289649,0.406893091,1.376031272
59,T OLS,5,9,4.336929852,0.45707016,1.376031272
60,T OLS,6,0,2.310693652,-0.749969493,0.780242737
61,T OLS,6,1,2.222313785,-0.679916652,0.780242737
62,T OLS,6,2,2.631025291,-0.990385828,0.780242737
63,T OLS,6,3,2.580463088,-0.949660993,0.780242737
64,T OLS,6,4,2.511438431,-0.904857374,0.780242737
65,T OLS,6,5,2.564773939,-0.941354161,0.780242737
66,T OLS,6,6,2.824157064,-1.118540767,0.780242737
67,T OLS,6,7,2.724338123,-1.057362533,0.780242737
68,T OLS,6,8,2.546695482,-0.930858351,0.780242737
69,T OLS,6,9,2.127072502,-0.615465273,0.780242737
70,T OLS,7,0,2.666053478,0.499687225,0.921523925
71,T OLS,7,1,2.663720202,0.504104284,0.921523925
72,T OLS,7,2,2.914277168,0.455385292,0.921523925
73,T OLS,7,3,2.943644022,0.44997302,0.921523925
74,T OLS,7,4,2.909817975,0.45240851,0.921523925
75,T OLS,7,5,2.921329286,0.454284101,0.921523925
76,T OLS,7,6,3.280030487,0.385618145,0.921523925
77,T OLS,7,7,3.08126973,0.425319486,0.921523925
78,T OLS,7,8,2.947616956,0.448947985,0.921523925
79,T OLS,7,9,2.513302167,0.529836068,0.921523925
80,T OLS,8,0,7.070091873,-1.810793946,1.129523832
81,T OLS,8,1,7.777755995,-2.037982579,1.129523832
82,T OLS,8,2,11.22408628,-3.420998207,1.129523832
83,T OLS,8,3,6.400061531,-1.494290751,1.129523832
84,T OLS,8,4,9.974359366,-2.949157499,1.129523832
85,T OLS,8,5,8.553450243,-2.362108745,1.129523832
86,T OLS,8,6,25.30222263,-9.013656351,1.129523832
87,T OLS,8,7,8.844360001,-2.531249648,1.129523832
88,T OLS,8,8,9.089359909,-2.59216931,1.129523832
89,T OLS,8,9,8.980083346,-2.544954705,1.129523832
90,T RF,0,0,8.896756891,-2.537005015,1.455103502
91,T RF,0,1,9.106871204,-2.557133457,1.455103502
92,T RF,0,2,9.504383143,-2.743633093,1.455103502
93,T RF,0,3,8.884556624,-2.462570994,1.455103502
94,T RF,0,4,9.466462155,-2.748065277,1.455103502
95,T RF,0,5,10.0261112,-2.940968286,1.455103502
96,T RF,0,6,10.19495654,-3.034775632,1.455103502
97,T RF,0,7,9.359173976,-2.736797214,1.455103502
98,T RF,0,8,9.550894979,-2.774570726,1.455103502
99,T RF,0,9,9.220802592,-2.639980418,1.455103502
100,T RF,1,0,8.04723941,-8.723726885,1.236820322
101,T RF,1,1,8.403032266,-9.140605039,1.236820322
102,T RF,1,2,8.681294717,-9.492756129,1.236820322
103,T RF,1,3,8.202669711,-8.998450095,1.236820322
104,T RF,1,4,8.572368041,-9.405892548,1.236820322
105,T RF,1,5,9.170668578,-10.03260985,1.236820322
106,T RF,1,6,9.148947424,-10.21351291,1.236820322
107,T RF,1,7,8.543722025,-9.565410473,1.236820322
108,T RF,1,8,8.850790461,-9.659081898,1.236820322
109,T RF,1,9,8.56820205,-9.414560563,1.236820322
110,T RF,2,0,24.91488549,0.270129357,3.29448962
111,T RF,2,1,24.65080784,0.27877812,3.29448962
112,T RF,2,2,24.86554585,0.271427871,3.29448962
113,T RF,2,3,24.20199957,0.292995075,3.29448962
114,T RF,2,4,25.072679,0.266313893,3.29448962
115,T RF,2,5,24.79719575,0.274007436,3.29448962
116,T RF,2,6,25.31105613,0.257774708,3.29448962
117,T RF,2,7,24.53266499,0.2803952,3.29448962
118,T RF,2,8,25.19005843,0.260976412,3.29448962
119,T RF,2,9,24.01461452,0.297154936,3.29448962
120,T RF,3,0,186.4888635,0.00605076,6.103714172
121,T RF,3,1,187.2250289,0.004427022,6.103714172
122,T RF,3,2,185.395993,0.008879452,6.103714172
123,T RF,3,3,185.7564511,0.010028433,6.103714172
124,T RF,3,4,187.2402414,0.005230004,6.103714172
125,T RF,3,5,188.7262108,0.006243051,6.103714172
126,T RF,3,6,187.3184223,0.004676832,6.103714172
127,T RF,3,7,184.0332536,0.007135181,6.103714172
128,T RF,3,8,186.9404576,0.00425395,6.103714172
129,T RF,3,9,185.4888645,0.011778898,6.103714172
130,T RF,4,0,12.19567531,-0.312216989,2.058467507
131,T RF,4,1,12.25684869,-0.323403257,2.058467507
132,T RF,4,2,12.83980024,-0.379330094,2.058467507
133,T RF,4,3,11.69673601,-0.251123361,2.058467507
134,T RF,4,4,12.46377012,-0.340284558,2.058467507
135,T RF,4,5,13.33619761,-0.429944773,2.058467507
136,T RF,4,6,13.72551939,-0.48601123,2.058467507
137,T RF,4,7,12.19748218,-0.321102059,2.058467507
138,T RF,4,8,12.77557626,-0.37753822,2.058467507
139,T RF,4,9,12.25811159,-0.318381441,2.058467507
140,T RF,5,0,11.80782401,-0.482490084,1.954764539
141,T RF,5,1,12.00863525,-0.49797162,1.954764539
142,T RF,5,2,12.39100202,-0.554076491,1.954764539
143,T RF,5,3,11.77187131,-0.461260119,1.954764539
144,T RF,5,4,11.99462616,-0.495784172,1.954764539
145,T RF,5,5,12.2248711,-0.525420747,1.954764539
146,T RF,5,6,12.42950334,-0.553909537,1.954764539
147,T RF,5,7,12.07261061,-0.51871645,1.954764539
148,T RF,5,8,12.5310117,-0.564584513,1.954764539
149,T RF,5,9,11.70555018,-0.465389734,1.954764539
150,T RF,6,0,8.453467105,-5.402107666,1.336377298
151,T RF,6,1,8.768350649,-5.628271115,1.336377298
152,T RF,6,2,8.943818977,-5.766050712,1.336377298
153,T RF,6,3,8.584250598,-5.485804281,1.336377298
154,T RF,6,4,8.86972578,-5.727444459,1.336377298
155,T RF,6,5,9.459478685,-6.160162551,1.336377298
156,T RF,6,6,9.413398045,-6.061458362,1.336377298
157,T RF,6,7,8.889061108,-5.712830951,1.336377298
158,T RF,6,8,9.14832973,-5.936097772,1.336377298
159,T RF,6,9,8.837766525,-5.712091339,1.336377298
160,T RF,7,0,9.28498696,-0.742424761,1.525043073
161,T RF,7,1,9.50081806,-0.768734934,1.525043073
162,T RF,7,2,9.508398189,-0.776911807,1.525043073
163,T RF,7,3,8.804776861,-0.645193777,1.525043073
164,T RF,7,4,9.424647368,-0.773601214,1.525043073
165,T RF,7,5,10.12277782,-0.890975051,1.525043073
166,T RF,7,6,10.49567193,-0.965942211,1.525043073
167,T RF,7,7,9.405951941,-0.754282413,1.525043073
168,T RF,7,8,9.392445138,-0.755901766,1.525043073
169,T RF,7,9,9.310608849,-0.741737432,1.525043073
170,T RF,8,0,13.11859333,-4.215443219,2.069740013
171,T RF,8,1,12.78272386,-3.992917291,2.069740013
172,T RF,8,2,15.47451914,-5.09517957,2.069740013
173,T RF,8,3,13.49575677,-4.259690259,2.069740013
174,T RF,8,4,12.59886227,-3.988279405,2.069740013
175,T RF,8,5,14.75637402,-4.800294938,2.069740013
176,T RF,8,6,14.59765479,-4.77719597,2.069740013
177,T RF,8,7,13.60039776,-4.430172425,2.069740013
178,T RF,8,8,12.57739613,-3.970662055,2.069740013
179,T RF,8,9,13.66173745,-4.393072492,2.069740013
180,T AML,0,0,3.714218741,-0.476629122,1.088304781
181,T AML,0,1,3.592724071,-0.403313905,1.088304781
182,T AML,0,2,3.755364415,-0.479181372,1.088304781
183,T AML,0,3,3.522017077,-0.372632838,1.088304781
184,T AML,0,4,3.811392201,-0.509048104,1.088304781
185,T AML,0,5,4.021157929,-0.580598455,1.088304781
186,T AML,0,6,4.236733333,-0.676737742,1.088304781
187,T AML,0,7,3.832378362,-0.530137256,1.088304781
188,T AML,0,8,4.187901533,-0.655083693,1.088304781
189,T AML,0,9,3.367460545,-0.329330101,1.088304781
190,T AML,1,0,2.973623168,-2.593120332,0.837673833
191,T AML,1,1,2.963518235,-2.576312335,0.837673833
192,T AML,1,2,2.938100092,-2.551171657,0.837673833
193,T AML,1,3,2.860144707,-2.486305694,0.837673833
194,T AML,1,4,3.082833924,-2.742214334,0.837673833
195,T AML,1,5,3.299578597,-2.969499393,0.837673833
196,T AML,1,6,3.466441534,-3.24868404,0.837673833
197,T AML,1,7,3.124391771,-2.863712026,0.837673833
198,T AML,1,8,3.34066478,-3.023190883,0.837673833
199,T AML,1,9,2.670411355,-2.245857255,0.837673833
200,T AML,2,0,20.96249129,0.385913011,3.235824696
201,T AML,2,1,20.61506028,0.396854147,3.235824696
202,T AML,2,2,20.78981468,0.390848701,3.235824696
203,T AML,2,3,20.22386124,0.409207101,3.235824696
204,T AML,2,4,20.65527535,0.39557761,3.235824696
205,T AML,2,5,20.64592456,0.39554505,3.235824696
206,T AML,2,6,21.0832688,0.381750992,3.235824696
207,T AML,2,7,20.91664061,0.386462295,3.235824696
208,T AML,2,8,21.42712143,0.371373107,3.235824696
209,T AML,2,9,20.4360333,0.401890664,3.235824696
210,T AML,3,0,181.4702275,0.032799111,6.017034887
211,T AML,3,1,181.1188115,0.03689696,6.017034887
212,T AML,3,2,180.0508985,0.037454142,6.017034887
213,T AML,3,3,180.6559866,0.037210879,6.017034887
214,T AML,3,4,181.9328391,0.033427172,6.017034887
215,T AML,3,5,182.6692445,0.03813662,6.017034887
216,T AML,3,6,181.7677666,0.034170441,6.017034887
217,T AML,3,7,178.6545031,0.036153698,6.017034887
218,T AML,3,8,181.2484775,0.034572517,6.017034887
219,T AML,3,9,180.6559703,0.037526901,6.017034887
220,T AML,4,0,7.120277427,0.233880145,1.851383963
221,T AML,4,1,7.234890118,0.218830436,1.851383963
222,T AML,4,2,7.560390233,0.18781651,1.851383963
223,T AML,4,3,6.823406929,0.270144782,1.851383963
224,T AML,4,4,7.153084347,0.23079707,1.851383963
225,T AML,4,5,7.601632268,0.184931519,1.851383963
226,T AML,4,6,8.009138756,0.132880163,1.851383963
227,T AML,4,7,7.082519998,0.232896461,1.851383963
228,T AML,4,8,7.942180848,0.143627071,1.851383963
229,T AML,4,9,6.99505214,0.247669851,1.851383963
230,T AML,5,0,5.799253179,0.271895031,1.511307148
231,T AML,5,1,5.731370445,0.28506195,1.511307148
232,T AML,5,2,5.764691118,0.276993828,1.511307148
233,T AML,5,3,5.354721016,0.335310414,1.511307148
234,T AML,5,4,5.592168813,0.302631238,1.511307148
235,T AML,5,5,5.725712431,0.285544979,1.511307148
236,T AML,5,6,6.02958118,0.246194844,1.511307148
237,T AML,5,7,5.791623045,0.271422439,1.511307148
238,T AML,5,8,6.169962175,0.22963704,1.511307148
239,T AML,5,9,5.115888231,0.35955423,1.511307148
240,T AML,6,0,3.427234823,-1.595565353,0.987983485
241,T AML,6,1,3.374632392,-1.550990409,0.987983485
242,T AML,6,2,3.413792939,-1.582554075,0.987983485
243,T AML,6,3,3.318555133,-1.507324179,0.987983485
244,T AML,6,4,3.557401558,-1.698191803,0.987983485
245,T AML,6,5,3.722350117,-1.817558218,0.987983485
246,T AML,6,6,3.921120441,-1.94142759,0.987983485
247,T AML,6,7,3.558816119,-1.687542667,0.987983485
248,T AML,6,8,3.802881251,-1.883275631,0.987983485
249,T AML,6,9,3.130139289,-1.377272669,0.987983485
250,T AML,7,0,3.88458709,0.271016668,1.112651056
251,T AML,7,1,3.887355732,0.276304225,1.112651056
252,T AML,7,2,3.906014972,0.270051171,1.112651056
253,T AML,7,3,3.687939611,0.310899595,1.112651056
254,T AML,7,4,4.02662223,0.242239863,1.112651056
255,T AML,7,5,4.296530022,0.197391148,1.112651056
256,T AML,7,6,4.502360231,0.156663806,1.112651056
257,T AML,7,7,4.003551546,0.253306831,1.112651056
258,T AML,7,8,4.222922182,0.210531826,1.112651056
259,T AML,7,9,3.642682988,0.318562576,1.112651056
260,T AML,8,0,7.499497048,-1.981508767,1.71973088
261,T AML,8,1,7.284865179,-1.845459991,1.71973088
262,T AML,8,2,9.636193926,-2.795551371,1.71973088
263,T AML,8,3,6.942649653,-1.705753177,1.71973088
264,T AML,8,4,7.93303874,-2.1409355,1.71973088
265,T AML,8,5,8.949892567,-2.517938517,1.71973088
266,T AML,8,6,9.516121479,-2.766118561,1.71973088
267,T AML,8,7,8.727854465,-2.484732983,1.71973088
268,T AML,8,8,7.890263499,-2.118279249,1.71973088
269,T AML,8,9,7.53231309,-1.973436626,1.71973088
270,X OLS,0,0,2.813093825,-0.118376852,0.946481801
271,X OLS,0,1,2.744949383,-0.072174084,0.946481801
272,X OLS,0,2,3.115065116,-0.226977141,0.946481801
273,X OLS,0,3,3.022414085,-0.177922972,0.946481801
274,X OLS,0,4,2.989096134,-0.183475648,0.946481801
275,X OLS,0,5,3.172077447,-0.246849987,0.946481801
276,X OLS,0,6,3.299463872,-0.305802176,0.946481801
277,X OLS,0,7,3.233573484,-0.291055003,0.946481801
278,X OLS,0,8,3.072586345,-0.214304471,0.946481801
279,X OLS,0,9,2.627418279,-0.037192911,0.946481801
280,X OLS,1,0,1.741914078,-1.104808356,0.589855425
281,X OLS,1,1,1.686628322,-1.035388074,0.589855425
282,X OLS,1,2,2.048276491,-1.475675162,0.589855425
283,X OLS,1,3,1.982537284,-1.416566898,0.589855425
284,X OLS,1,4,2.011283079,-1.44147189,0.589855425
285,X OLS,1,5,2.121182229,-1.551850584,0.589855425
286,X OLS,1,6,2.333965306,-1.860651492,0.589855425
287,X OLS,1,7,2.278735235,-1.817949021,0.589855425
288,X OLS,1,8,2.046188746,-1.464242433,0.589855425
289,X OLS,1,9,1.589906281,-0.932514565,0.589855425
290,X OLS,2,0,25.04636397,0.266277752,3.595692017
291,X OLS,2,1,24.87516716,0.27221392,3.595692017
292,X OLS,2,2,25.30577032,0.258529088,3.595692017
293,X OLS,2,3,25.11320511,0.266376332,3.595692017
294,X OLS,2,4,25.03807171,0.267326585,3.595692017
295,X OLS,2,5,25.28296063,0.259785598,3.595692017
296,X OLS,2,6,25.22374635,0.260334994,3.595692017
297,X OLS,2,7,24.99992354,0.266689331,3.595692017
298,X OLS,2,8,25.19244544,0.260906382,3.595692017
299,X OLS,2,9,24.83890291,0.273030167,3.595692017
300,X OLS,3,0,182.585007,0.026857554,6.169974381
301,X OLS,3,1,182.4634729,0.029746695,6.169974381
302,X OLS,3,2,181.3318436,0.030606254,6.169974381
303,X OLS,3,3,181.9431028,0.030351315,6.169974381
304,X OLS,3,4,182.8407169,0.028603798,6.169974381
305,X OLS,3,5,184.1342281,0.0304226,6.169974381
306,X OLS,3,6,183.0284756,0.027471618,6.169974381
307,X OLS,3,7,179.8211128,0.029859804,6.169974381
308,X OLS,3,8,182.5335057,0.027727761,6.169974381
309,X OLS,3,9,182.0480316,0.030110476,6.169974381
310,X OLS,4,0,7.874447013,0.152733827,2.010084868
311,X OLS,4,1,8.112647817,0.124056695,2.010084868
312,X OLS,4,2,8.160133061,0.123388457,2.010084868
313,X OLS,4,3,7.807908474,0.16483909,2.010084868
314,X OLS,4,4,7.868309783,0.153885702,2.010084868
315,X OLS,4,5,8.358376632,0.103791251,2.010084868
316,X OLS,4,6,8.455722499,0.084530193,2.010084868
317,X OLS,4,7,7.84456541,0.150359775,2.010084868
318,X OLS,4,8,8.480388437,0.085594344,2.010084868
319,X OLS,4,9,8.007547672,0.138774177,2.010084868
320,X OLS,5,0,4.496052971,0.43551378,1.367302388
321,X OLS,5,1,4.347313579,0.45771087,1.367302388
322,X OLS,5,2,4.705886893,0.409788799,1.367302388
323,X OLS,5,3,4.603998929,0.428498677,1.367302388
324,X OLS,5,4,4.617254497,0.424207466,1.367302388
325,X OLS,5,5,4.722522649,0.41072311,1.367302388
326,X OLS,5,6,4.889202283,0.388762539,1.367302388
327,X OLS,5,7,4.757772766,0.401479266,1.367302388
328,X OLS,5,8,4.696800195,0.413571624,1.367302388
329,X OLS,5,9,4.24707009,0.468319488,1.367302388
330,X OLS,6,0,2.185920102,-0.6554741,0.779489526
331,X OLS,6,1,2.104153334,-0.590595463,0.779489526
332,X OLS,6,2,2.564750513,-0.940248576,0.779489526
333,X OLS,6,3,2.433629518,-0.838721338,0.779489526
334,X OLS,6,4,2.4929148,-0.890807706,0.779489526
335,X OLS,6,5,2.597482068,-0.966111924,0.779489526
336,X OLS,6,6,2.779068038,-1.084717245,0.779489526
337,X OLS,6,7,2.716111584,-1.051150024,0.779489526
338,X OLS,6,8,2.501655444,-0.896709811,0.779489526
339,X OLS,6,9,2.068934262,-0.571310545,0.779489526
340,X OLS,7,0,2.607144031,0.510742198,0.913296171
341,X OLS,7,1,2.566272331,0.522245822,0.913296171
342,X OLS,7,2,2.870979347,0.463476708,0.913296171
343,X OLS,7,3,2.82760058,0.471656017,0.913296171
344,X OLS,7,4,2.850852855,0.463505011,0.913296171
345,X OLS,7,5,2.947787758,0.449341553,0.913296171
346,X OLS,7,6,3.189041127,0.402661344,0.913296171
347,X OLS,7,7,3.073613535,0.426747425,0.913296171
348,X OLS,7,8,2.886319872,0.460407371,0.913296171
349,X OLS,7,9,2.453773674,0.540972075,0.913296171
350,X OLS,8,0,6.889297543,-1.738917142,1.106111573
351,X OLS,8,1,7.571195584,-1.957300319,1.106111573
352,X OLS,8,2,11.08446569,-3.366003764,1.106111573
353,X OLS,8,3,6.264599277,-1.441497158,1.106111573
354,X OLS,8,4,9.714108288,-2.846116044,1.106111573
355,X OLS,8,5,8.542744158,-2.357900499,1.106111573
356,X OLS,8,6,9.469875857,-2.747816305,1.106111573
357,X OLS,8,7,8.709992514,-2.477601318,1.106111573
358,X OLS,8,8,8.904629388,-2.519162705,1.106111573
359,X OLS,8,9,8.680834934,-2.426824168,1.106111573
360,X RF,0,0,2.55097993,-0.014170547,0.945930309
361,X RF,0,1,2.680154317,-0.046865205,0.945930309
362,X RF,0,2,2.790108597,-0.098981672,0.945930309
363,X RF,0,3,2.906536167,-0.132761965,0.945930309
364,X RF,0,4,2.954902973,-0.169937517,0.945930309
365,X RF,0,5,2.981514736,-0.171945412,0.945930309
366,X RF,0,6,2.742129735,-0.085230544,0.945930309
367,X RF,0,7,3.046998813,-0.216562135,0.945930309
368,X RF,0,8,2.795084503,-0.104634086,0.945930309
369,X RF,0,9,2.573683625,-0.015980757,0.945930309
370,X RF,1,0,1.470049218,-0.776305684,0.565086308
371,X RF,1,1,1.618149572,-0.952749339,0.565086308
372,X RF,1,2,1.718799326,-1.077448439,0.565086308
373,X RF,1,3,1.855441881,-1.261646964,0.565086308
374,X RF,1,4,1.992050208,-1.418125343,0.565086308
375,X RF,1,5,1.907427328,-1.294696549,0.565086308
376,X RF,1,6,1.738929142,-1.131338556,0.565086308
377,X RF,1,7,2.072927588,-1.563441412,0.565086308
378,X RF,1,8,1.79561275,-1.16247164,0.565086308
379,X RF,1,9,1.538418592,-0.869931813,0.565086308
380,X RF,2,0,24.90115446,0.270531601,3.617609538
381,X RF,2,1,24.90745123,0.271269367,3.617609538
382,X RF,2,2,25.07073584,0.265415708,3.617609538
383,X RF,2,3,25.10238081,0.266692539,3.617609538
384,X RF,2,4,24.97652047,0.26912772,3.617609538
385,X RF,2,5,25.23868374,0.261081902,3.617609538
386,X RF,2,6,24.84837431,0.271342461,3.617609538
387,X RF,2,7,24.98518605,0.267121619,3.617609538
388,X RF,2,8,24.92968025,0.268615363,3.617609538
389,X RF,2,9,24.82436498,0.273455654,3.617609538
390,X RF,3,0,182.530609,0.027147484,6.224255252
391,X RF,3,1,182.6316638,0.028852336,6.224255252
392,X RF,3,2,181.4398914,0.030028634,6.224255252
393,X RF,3,3,182.3454989,0.028206782,6.224255252
394,X RF,3,4,183.2679722,0.026333876,6.224255252
395,X RF,3,5,184.0720063,0.030750236,6.224255252
396,X RF,3,6,182.8787379,0.028267255,6.224255252
397,X RF,3,7,180.058024,0.028581662,6.224255252
398,X RF,3,8,182.9187,0.025676008,6.224255252
399,X RF,3,9,182.1562989,0.029533665,6.224255252
400,X RF,4,0,7.594436991,0.18286204,1.957523046
401,X RF,4,1,7.828049845,0.154785465,1.957523046
402,X RF,4,2,7.752830782,0.167143366,1.957523046
403,X RF,4,3,7.577710749,0.189461835,1.957523046
404,X RF,4,4,7.768605343,0.164607363,1.957523046
405,X RF,4,5,8.022699232,0.13978353,1.957523046
406,X RF,4,6,7.844961231,0.150655057,1.957523046
407,X RF,4,7,7.661401215,0.17019818,1.957523046
408,X RF,4,8,8.060727941,0.130844622,1.957523046
409,X RF,4,9,7.754541884,0.165985394,1.957523046
410,X RF,5,0,4.31113075,0.458731043,1.380076064
411,X RF,5,1,4.314933674,0.461749978,1.380076064
412,X RF,5,2,4.468171617,0.439602991,1.380076064
413,X RF,5,3,4.55922166,0.434056947,1.380076064
414,X RF,5,4,4.509284332,0.437671834,1.380076064
415,X RF,5,5,4.588433682,0.427454746,1.380076064
416,X RF,5,6,4.403096909,0.449534379,1.380076064
417,X RF,5,7,4.714014889,0.406983942,1.380076064
418,X RF,5,8,4.506997679,0.437269796,1.380076064
419,X RF,5,9,4.207745647,0.473242421,1.380076064
420,X RF,6,0,1.915674384,-0.450807522,0.744917852
421,X RF,6,1,2.011928167,-0.520879569,0.744917852
422,X RF,6,2,2.220684877,-0.679960935,0.744917852
423,X RF,6,3,2.303398536,-0.740325718,0.744917852
424,X RF,6,4,2.415172099,-0.831841994,0.744917852
425,X RF,6,5,2.386149984,-0.806148344,0.744917852
426,X RF,6,6,2.197142241,-0.648185743,0.744917852
427,X RF,6,7,2.509567154,-0.895172039,0.744917852
428,X RF,6,8,2.198252283,-0.666675034,0.744917852
429,X RF,6,9,2.013713856,-0.529371849,0.744917852
430,X RF,7,0,2.359556587,0.557204567,0.873243205
431,X RF,7,1,2.47747392,0.53877712,0.873243205
432,X RF,7,2,2.601422447,0.513851001,0.873243205
433,X RF,7,3,2.722453021,0.491303092,0.873243205
434,X RF,7,4,2.855868969,0.462561041,0.873243205
435,X RF,7,5,2.788822649,0.479036866,0.873243205
436,X RF,7,6,2.65810556,0.502110779,0.873243205
437,X RF,7,7,2.897279906,0.459635004,0.873243205
438,X RF,7,8,2.663263047,0.502107469,0.873243205
439,X RF,7,9,2.4234305,0.546648379,0.873243205
440,X RF,8,0,6.949264096,-1.762757515,1.121530153
441,X RF,8,1,8.271715732,-2.230922686,1.121530153
442,X RF,8,2,8.655595469,-2.409308437,1.121530153
443,X RF,8,3,6.090909856,-1.373805322,1.121530153
444,X RF,8,4,9.419560106,-2.729495305,1.121530153
445,X RF,8,5,7.077381351,-1.781909645,1.121530153
446,X RF,8,6,9.408089279,-2.723363529,1.121530153
447,X RF,8,7,9.324045357,-2.722771561,1.121530153
448,X RF,8,8,9.124005224,-2.605861346,1.121530153
449,X RF,8,9,8.989162291,-2.548538686,1.121530153
450,X AML,0,0,2.405538434,0.043651343,0.870791923
451,X AML,0,1,2.496255699,0.024965384,0.870791923
452,X AML,0,2,2.688330013,-0.058892623,0.870791923
453,X AML,0,3,2.682087026,-0.045287585,0.870791923
454,X AML,0,4,2.67093371,-0.0575053,0.870791923
455,X AML,0,5,2.839230093,-0.11601752,0.870791923
456,X AML,0,6,2.675769459,-0.058967674,0.870791923
457,X AML,0,7,2.810851126,-0.122276462,0.870791923
458,X AML,0,8,2.74314754,-0.084108288,0.870791923
459,X AML,0,9,2.355188093,0.07027198,0.870791923
460,X AML,1,0,1.337006019,-0.615545495,0.432735196
461,X AML,1,1,1.444773282,-0.743522429,0.432735196
462,X AML,1,2,1.613886106,-0.950643756,0.432735196
463,X AML,1,3,1.606741325,-0.958499308,0.432735196
464,X AML,1,4,1.677961478,-1.036856882,0.432735196
465,X AML,1,5,1.748473651,-1.103470152,0.432735196
466,X AML,1,6,1.65226871,-1.025122198,0.432735196
467,X AML,1,7,1.789281369,-1.212676402,0.432735196
468,X AML,1,8,1.707452085,-1.056299004,0.432735196
469,X AML,1,9,1.318172934,-0.602225505,0.432735196
470,X AML,2,0,24.7024963,0.276351205,3.607198343
471,X AML,2,1,24.73392472,0.276346325,3.607198343
472,X AML,2,2,24.917007,0.269920035,3.607198343
473,X AML,2,3,24.81926649,0.274963063,3.607198343
474,X AML,2,4,24.77002985,0.275170126,3.607198343
475,X AML,2,5,25.02327263,0.267388537,3.607198343
476,X AML,2,6,24.7327792,0.274732189,3.607198343
477,X AML,2,7,24.73728043,0.274393314,3.607198343
478,X AML,2,8,24.8684575,0.27041151,3.607198343
479,X AML,2,9,24.6116686,0.279680722,3.607198343
480,X AML,3,0,182.2131422,0.028839521,6.174117019
481,X AML,3,1,182.4009932,0.030078932,6.174117019
482,X AML,3,2,181.3109544,0.030717927,6.174117019
483,X AML,3,3,181.8861483,0.030654848,6.174117019
