,estimator,DGP,dataset,mse,mab,length,coverage
64,DML OLS,6,4,0.02402912044020096,0.13910021262364158,0.5531597796910813,1.0
65,DML OLS,6,5,0.02402912044020096,0.13910021262364158,0.5531597796910813,1.0
66,DML OLS,6,6,0.02402912044020096,0.13910021262364158,0.5531597796910813,1.0
67,DML OLS,6,7,0.02402912044020096,0.13910021262364158,0.5531597796910813,1.0
68,DML OLS,6,8,0.02402912044020096,0.13910021262364158,0.5531597796910813,1.0
69,DML OLS,6,9,0.02402912044020096,0.13910021262364158,0.5531597796910813,1.0
70,DML OLS,7,0,0.023745260159253448,0.14192409906681328,0.5481117930224723,1.0
71,DML OLS,7,1,0.023745260159253448,0.14192409906681328,0.5481117930224723,1.0
72,DML OLS,7,2,0.023745260159253448,0.14192409906681328,0.5481117930224723,1.0
73,DML OLS,7,3,0.023745260159253448,0.14192409906681328,0.5481117930224723,1.0
74,DML OLS,7,4,0.023745260159253448,0.14192409906681328,0.5481117930224723,1.0
75,DML OLS,7,5,0.023745260159253448,0.14192409906681328,0.5481117930224723,1.0
76,DML OLS,7,6,0.023745260159253448,0.14192409906681328,0.5481117930224723,1.0
77,DML OLS,7,7,0.023745260159253448,0.14192409906681328,0.5481117930224723,1.0
78,DML OLS,7,8,0.023745260159253448,0.14192409906681328,0.5481117930224723,1.0
79,DML OLS,7,9,0.023745260159253448,0.14192409906681328,0.5481117930224723,1.0
80,DML OLS,8,0,0.12039874320092525,0.09008103912598667,1.6354674722200488,1.0
81,DML OLS,8,1,0.12039874320092525,0.09008103912598667,1.6354674722200488,1.0
82,DML OLS,8,2,0.12039874320092525,0.09008103912598667,1.6354674722200488,1.0
83,DML OLS,8,3,0.12039874320092525,0.09008103912598667,1.6354674722200488,1.0
84,DML OLS,8,4,0.12039874320092525,0.09008103912598667,1.6354674722200488,1.0
85,DML OLS,8,5,0.12039874320092525,0.09008103912598667,1.6354674722200488,1.0
86,DML OLS,8,6,0.12039874320092525,0.09008103912598667,1.6354674722200488,1.0
87,DML OLS,8,7,0.12039874320092525,0.09008103912598667,1.6354674722200488,1.0
88,DML OLS,8,8,0.12039874320092525,0.09008103912598667,1.6354674722200488,1.0
89,DML OLS,8,9,0.12039874320092525,0.09008103912598667,1.6354674722200488,1.0
90,DML RF,0,0,0.03945632337069466,0.18959468791917455,0.7485817136446207,1.0
91,DML RF,0,1,0.03945632337069466,0.18959468791917455,0.7485817136446207,1.0
92,DML RF,0,2,0.03945632337069466,0.18959468791917455,0.7485817136446207,1.0
93,DML RF,0,3,0.03945632337069466,0.18959468791917455,0.7485817136446207,1.0
94,DML RF,0,4,0.03945632337069466,0.18959468791917455,0.7485817136446207,1.0
95,DML RF,0,5,0.03945632337069466,0.18959468791917455,0.7485817136446207,1.0
96,DML RF,0,6,0.03945632337069466,0.18959468791917455,0.7485817136446207,1.0
97,DML RF,0,7,0.03945632337069466,0.18959468791917455,0.7485817136446207,1.0
98,DML RF,0,8,0.03945632337069466,0.18959468791917455,0.7485817136446207,1.0
99,DML RF,0,9,0.03945632337069466,0.18959468791917455,0.7485817136446207,1.0
100,DML RF,1,0,0.03980490821535989,0.19158361016102252,0.7634269068070008,1.0
101,DML RF,1,1,0.03980490821535989,0.19158361016102252,0.7634269068070008,1.0
102,DML RF,1,2,0.03980490821535989,0.19158361016102252,0.7634269068070008,1.0
103,DML RF,1,3,0.03980490821535989,0.19158361016102252,0.7634269068070008,1.0
104,DML RF,1,4,0.03980490821535989,0.19158361016102252,0.7634269068070008,1.0
105,DML RF,1,5,0.03980490821535989,0.19158361016102252,0.7634269068070008,1.0
106,DML RF,1,6,0.03980490821535989,0.19158361016102252,0.7634269068070008,1.0
107,DML RF,1,7,0.03980490821535989,0.19158361016102252,0.7634269068070008,1.0
108,DML RF,1,8,0.03980490821535989,0.19158361016102252,0.7634269068070008,1.0
109,DML RF,1,9,0.03980490821535989,0.19158361016102252,0.7634269068070008,1.0
110,DML RF,2,0,0.04627002358291929,0.20135347029023168,0.6840226463642043,0.9
111,DML RF,2,1,0.04627002358291929,0.20135347029023168,0.6840226463642043,0.9
112,DML RF,2,2,0.04627002358291929,0.20135347029023168,0.6840226463642043,0.9
113,DML RF,2,3,0.04627002358291929,0.20135347029023168,0.6840226463642043,0.9
114,DML RF,2,4,0.04627002358291929,0.20135347029023168,0.6840226463642043,0.9
115,DML RF,2,5,0.04627002358291929,0.20135347029023168,0.6840226463642043,0.9
116,DML RF,2,6,0.04627002358291929,0.20135347029023168,0.6840226463642043,0.9
117,DML RF,2,7,0.04627002358291929,0.20135347029023168,0.6840226463642043,0.9
118,DML RF,2,8,0.04627002358291929,0.20135347029023168,0.6840226463642043,0.9
119,DML RF,2,9,0.04627002358291929,0.20135347029023168,0.6840226463642043,0.9
120,DML RF,3,0,0.032384103971806535,0.05833424967240656,0.8956495942654945,1.0
121,DML RF,3,1,0.032384103971806535,0.05833424967240656,0.8956495942654945,1.0
122,DML RF,3,2,0.032384103971806535,0.05833424967240656,0.8956495942654945,1.0
123,DML RF,3,3,0.032384103971806535,0.05833424967240656,0.8956495942654945,1.0
124,DML RF,3,4,0.032384103971806535,0.05833424967240656,0.8956495942654945,1.0
125,DML RF,3,5,0.032384103971806535,0.05833424967240656,0.8956495942654945,1.0
126,DML RF,3,6,0.032384103971806535,0.05833424967240656,0.8956495942654945,1.0
127,DML RF,3,7,0.032384103971806535,0.05833424967240656,0.8956495942654945,1.0
128,DML RF,3,8,0.032384103971806535,0.05833424967240656,0.8956495942654945,1.0
129,DML RF,3,9,0.032384103971806535,0.05833424967240656,0.8956495942654945,1.0
130,DML RF,4,0,0.07658360381281182,0.2592277592450525,0.7207033916093419,0.9
131,DML RF,4,1,0.07658360381281182,0.2592277592450525,0.7207033916093419,0.9
132,DML RF,4,2,0.07658360381281182,0.2592277592450525,0.7207033916093419,0.9
133,DML RF,4,3,0.07658360381281182,0.2592277592450525,0.7207033916093419,0.9
134,DML RF,4,4,0.07658360381281182,0.2592277592450525,0.7207033916093419,0.9
135,DML RF,4,5,0.07658360381281182,0.2592277592450525,0.7207033916093419,0.9
136,DML RF,4,6,0.07658360381281182,0.2592277592450525,0.7207033916093419,0.9
137,DML RF,4,7,0.07658360381281182,0.2592277592450525,0.7207033916093419,0.9
138,DML RF,4,8,0.07658360381281182,0.2592277592450525,0.7207033916093419,0.9
139,DML RF,4,9,0.07658360381281182,0.2592277592450525,0.7207033916093419,0.9
140,DML RF,5,0,0.03478521497404519,0.1666319502310627,0.7348670972697544,1.0
141,DML RF,5,1,0.03478521497404519,0.1666319502310627,0.7348670972697544,1.0
142,DML RF,5,2,0.03478521497404519,0.1666319502310627,0.7348670972697544,1.0
143,DML RF,5,3,0.03478521497404519,0.1666319502310627,0.7348670972697544,1.0
144,DML RF,5,4,0.03478521497404519,0.1666319502310627,0.7348670972697544,1.0
145,DML RF,5,5,0.03478521497404519,0.1666319502310627,0.7348670972697544,1.0
146,DML RF,5,6,0.03478521497404519,0.1666319502310627,0.7348670972697544,1.0
147,DML RF,5,7,0.03478521497404519,0.1666319502310627,0.7348670972697544,1.0
148,DML RF,5,8,0.03478521497404519,0.1666319502310627,0.7348670972697544,1.0
149,DML RF,5,9,0.03478521497404519,0.1666319502310627,0.7348670972697544,1.0
150,DML RF,6,0,0.04403871402896223,0.19994777293381577,0.7493792089596528,1.0
151,DML RF,6,1,0.04403871402896223,0.19994777293381577,0.7493792089596528,1.0
152,DML RF,6,2,0.04403871402896223,0.19994777293381577,0.7493792089596528,1.0
153,DML RF,6,3,0.04403871402896223,0.19994777293381577,0.7493792089596528,1.0
154,DML RF,6,4,0.04403871402896223,0.19994777293381577,0.7493792089596528,1.0
155,DML RF,6,5,0.04403871402896223,0.19994777293381577,0.7493792089596528,1.0
156,DML RF,6,6,0.04403871402896223,0.19994777293381577,0.7493792089596528,1.0
157,DML RF,6,7,0.04403871402896223,0.19994777293381577,0.7493792089596528,1.0
158,DML RF,6,8,0.04403871402896223,0.19994777293381577,0.7493792089596528,1.0
159,DML RF,6,9,0.04403871402896223,0.19994777293381577,0.7493792089596528,1.0
160,DML RF,7,0,0.028742540675579926,0.163493403970017,0.7431221123383221,1.0
161,DML RF,7,1,0.028742540675579926,0.163493403970017,0.7431221123383221,1.0
162,DML RF,7,2,0.028742540675579926,0.163493403970017,0.7431221123383221,1.0
163,DML RF,7,3,0.028742540675579926,0.163493403970017,0.7431221123383221,1.0
164,DML RF,7,4,0.028742540675579926,0.163493403970017,0.7431221123383221,1.0
165,DML RF,7,5,0.028742540675579926,0.163493403970017,0.7431221123383221,1.0
166,DML RF,7,6,0.028742540675579926,0.163493403970017,0.7431221123383221,1.0
167,DML RF,7,7,0.028742540675579926,0.163493403970017,0.7431221123383221,1.0
168,DML RF,7,8,0.028742540675579926,0.163493403970017,0.7431221123383221,1.0
169,DML RF,7,9,0.028742540675579926,0.163493403970017,0.7431221123383221,1.0
170,DML RF,8,0,0.1525158603560805,0.1741526668439303,2.010132171357549,1.0
171,DML RF,8,1,0.1525158603560805,0.1741526668439303,2.010132171357549,1.0
172,DML RF,8,2,0.1525158603560805,0.1741526668439303,2.010132171357549,1.0
173,DML RF,8,3,0.1525158603560805,0.1741526668439303,2.010132171357549,1.0
174,DML RF,8,4,0.1525158603560805,0.1741526668439303,2.010132171357549,1.0
175,DML RF,8,5,0.1525158603560805,0.1741526668439303,2.010132171357549,1.0
176,DML RF,8,6,0.1525158603560805,0.1741526668439303,2.010132171357549,1.0
177,DML RF,8,7,0.1525158603560805,0.1741526668439303,2.010132171357549,1.0
178,DML RF,8,8,0.1525158603560805,0.1741526668439303,2.010132171357549,1.0
179,DML RF,8,9,0.1525158603560805,0.1741526668439303,2.010132171357549,1.0
180,DML AML,0,0,0.0044895969769202905,0.04333681836330221,0.5615825569376935,1.0
181,DML AML,0,1,0.0044895969769202905,0.04333681836330221,0.5615825569376935,1.0
182,DML AML,0,2,0.0044895969769202905,0.04333681836330221,0.5615825569376935,1.0
183,DML AML,0,3,0.0044895969769202905,0.04333681836330221,0.5615825569376935,1.0
184,DML AML,0,4,0.0044895969769202905,0.04333681836330221,0.5615825569376935,1.0
185,DML AML,0,5,0.0044895969769202905,0.04333681836330221,0.5615825569376935,1.0
186,DML AML,0,6,0.0044895969769202905,0.04333681836330221,0.5615825569376935,1.0
187,DML AML,0,7,0.0044895969769202905,0.04333681836330221,0.5615825569376935,1.0
188,DML AML,0,8,0.0044895969769202905,0.04333681836330221,0.5615825569376935,1.0
189,DML AML,0,9,0.0044895969769202905,0.04333681836330221,0.5615825569376935,1.0
190,DML AML,1,0,0.0035844083175183054,0.03708687863831562,0.5676327730804986,1.0
191,DML AML,1,1,0.0035844083175183054,0.03708687863831562,0.5676327730804986,1.0
192,DML AML,1,2,0.0035844083175183054,0.03708687863831562,0.5676327730804986,1.0
193,DML AML,1,3,0.0035844083175183054,0.03708687863831562,0.5676327730804986,1.0
194,DML AML,1,4,0.0035844083175183054,0.03708687863831562,0.5676327730804986,1.0
195,DML AML,1,5,0.0035844083175183054,0.03708687863831562,0.5676327730804986,1.0
196,DML AML,1,6,0.0035844083175183054,0.03708687863831562,0.5676327730804986,1.0
197,DML AML,1,7,0.0035844083175183054,0.03708687863831562,0.5676327730804986,1.0
198,DML AML,1,8,0.0035844083175183054,0.03708687863831562,0.5676327730804986,1.0
199,DML AML,1,9,0.0035844083175183054,0.03708687863831562,0.5676327730804986,1.0
200,DML AML,2,0,0.004902752189835633,0.030269548972926906,0.5147157006280233,1.0
201,DML AML,2,1,0.004902752189835633,0.030269548972926906,0.5147157006280233,1.0
202,DML AML,2,2,0.004902752189835633,0.030269548972926906,0.5147157006280233,1.0
203,DML AML,2,3,0.004902752189835633,0.030269548972926906,0.5147157006280233,1.0
204,DML AML,2,4,0.004902752189835633,0.030269548972926906,0.5147157006280233,1.0
205,DML AML,2,5,0.004902752189835633,0.030269548972926906,0.5147157006280233,1.0
206,DML AML,2,6,0.004902752189835633,0.030269548972926906,0.5147157006280233,1.0
207,DML AML,2,7,0.004902752189835633,0.030269548972926906,0.5147157006280233,1.0
208,DML AML,2,8,0.004902752189835633,0.030269548972926906,0.5147157006280233,1.0
209,DML AML,2,9,0.004902752189835633,0.030269548972926906,0.5147157006280233,1.0
210,DML AML,3,0,0.015031846922080806,0.02110186315022956,0.6474765151663815,1.0
211,DML AML,3,1,0.015031846922080806,0.02110186315022956,0.6474765151663815,1.0
212,DML AML,3,2,0.015031846922080806,0.02110186315022956,0.6474765151663815,1.0
213,DML AML,3,3,0.015031846922080806,0.02110186315022956,0.6474765151663815,1.0
214,DML AML,3,4,0.015031846922080806,0.02110186315022956,0.6474765151663815,1.0
215,DML AML,3,5,0.015031846922080806,0.02110186315022956,0.6474765151663815,1.0
216,DML AML,3,6,0.015031846922080806,0.02110186315022956,0.6474765151663815,1.0
217,DML AML,3,7,0.015031846922080806,0.02110186315022956,0.6474765151663815,1.0
218,DML AML,3,8,0.015031846922080806,0.02110186315022956,0.6474765151663815,1.0
219,DML AML,3,9,0.015031846922080806,0.02110186315022956,0.6474765151663815,1.0
220,DML AML,4,0,0.03892384702995717,0.19079341455627788,0.5479954759296785,1.0
221,DML AML,4,1,0.03892384702995717,0.19079341455627788,0.5479954759296785,1.0
222,DML AML,4,2,0.03892384702995717,0.19079341455627788,0.5479954759296785,1.0
223,DML AML,4,3,0.03892384702995717,0.19079341455627788,0.5479954759296785,1.0
224,DML AML,4,4,0.03892384702995717,0.19079341455627788,0.5479954759296785,1.0
225,DML AML,4,5,0.03892384702995717,0.19079341455627788,0.5479954759296785,1.0
226,DML AML,4,6,0.03892384702995717,0.19079341455627788,0.5479954759296785,1.0
227,DML AML,4,7,0.03892384702995717,0.19079341455627788,0.5479954759296785,1.0
228,DML AML,4,8,0.03892384702995717,0.19079341455627788,0.5479954759296785,1.0
229,DML AML,4,9,0.03892384702995717,0.19079341455627788,0.5479954759296785,1.0
230,DML AML,5,0,0.0036783007255144886,0.03214393710629584,0.5485306401573197,1.0
231,DML AML,5,1,0.0036783007255144886,0.03214393710629584,0.5485306401573197,1.0
232,DML AML,5,2,0.0036783007255144886,0.03214393710629584,0.5485306401573197,1.0
233,DML AML,5,3,0.0036783007255144886,0.03214393710629584,0.5485306401573197,1.0
234,DML AML,5,4,0.0036783007255144886,0.03214393710629584,0.5485306401573197,1.0
235,DML AML,5,5,0.0036783007255144886,0.03214393710629584,0.5485306401573197,1.0
236,DML AML,5,6,0.0036783007255144886,0.03214393710629584,0.5485306401573197,1.0
237,DML AML,5,7,0.0036783007255144886,0.03214393710629584,0.5485306401573197,1.0
238,DML AML,5,8,0.0036783007255144886,0.03214393710629584,0.5485306401573197,1.0
239,DML AML,5,9,0.0036783007255144886,0.03214393710629584,0.5485306401573197,1.0
240,DML AML,6,0,0.003878798013325459,0.03508320022805957,0.5623289098271629,1.0
241,DML AML,6,1,0.003878798013325459,0.03508320022805957,0.5623289098271629,1.0
242,DML AML,6,2,0.003878798013325459,0.03508320022805957,0.5623289098271629,1.0
243,DML AML,6,3,0.003878798013325459,0.03508320022805957,0.5623289098271629,1.0
244,DML AML,6,4,0.003878798013325459,0.03508320022805957,0.5623289098271629,1.0
245,DML AML,6,5,0.003878798013325459,0.03508320022805957,0.5623289098271629,1.0
246,DML AML,6,6,0.003878798013325459,0.03508320022805957,0.5623289098271629,1.0
247,DML AML,6,7,0.003878798013325459,0.03508320022805957,0.5623289098271629,1.0
248,DML AML,6,8,0.003878798013325459,0.03508320022805957,0.5623289098271629,1.0
249,DML AML,6,9,0.003878798013325459,0.03508320022805957,0.5623289098271629,1.0
250,DML AML,7,0,0.0029556978434426367,0.026407699382401405,0.5557661887133444,1.0
251,DML AML,7,1,0.0029556978434426367,0.026407699382401405,0.5557661887133444,1.0
252,DML AML,7,2,0.0029556978434426367,0.026407699382401405,0.5557661887133444,1.0
253,DML AML,7,3,0.0029556978434426367,0.026407699382401405,0.5557661887133444,1.0
254,DML AML,7,4,0.0029556978434426367,0.026407699382401405,0.5557661887133444,1.0
255,DML AML,7,5,0.0029556978434426367,0.026407699382401405,0.5557661887133444,1.0
256,DML AML,7,6,0.0029556978434426367,0.026407699382401405,0.5557661887133444,1.0
257,DML AML,7,7,0.0029556978434426367,0.026407699382401405,0.5557661887133444,1.0
258,DML AML,7,8,0.0029556978434426367,0.026407699382401405,0.5557661887133444,1.0
259,DML AML,7,9,0.0029556978434426367,0.026407699382401405,0.5557661887133444,1.0
260,DML AML,8,0,0.1383203176958211,0.048701356176156396,1.5056933329403646,1.0
261,DML AML,8,1,0.1383203176958211,0.048701356176156396,1.5056933329403646,1.0
262,DML AML,8,2,0.1383203176958211,0.048701356176156396,1.5056933329403646,1.0
263,DML AML,8,3,0.1383203176958211,0.048701356176156396,1.5056933329403646,1.0
264,DML AML,8,4,0.1383203176958211,0.048701356176156396,1.5056933329403646,1.0
265,DML AML,8,5,0.1383203176958211,0.048701356176156396,1.5056933329403646,1.0
266,DML AML,8,6,0.1383203176958211,0.048701356176156396,1.5056933329403646,1.0
267,DML AML,8,7,0.1383203176958211,0.048701356176156396,1.5056933329403646,1.0
268,DML AML,8,8,0.1383203176958211,0.048701356176156396,1.5056933329403646,1.0
269,DML AML,8,9,0.1383203176958211,0.048701356176156396,1.5056933329403646,1.0
270,CF,0,0,0.020379613415247085,0.13334246434698432,0.5635311126479999,1.0
271,CF,0,1,0.020379613415247085,0.13334246434698432,0.5635311126479999,1.0
272,CF,0,2,0.020379613415247085,0.13334246434698432,0.5635311126479999,1.0
273,CF,0,3,0.020379613415247085,0.13334246434698432,0.5635311126479999,1.0
274,CF,0,4,0.020379613415247085,0.13334246434698432,0.5635311126479999,1.0
275,CF,0,5,0.020379613415247085,0.13334246434698432,0.5635311126479999,1.0
276,CF,0,6,0.020379613415247085,0.13334246434698432,0.5635311126479999,1.0
277,CF,0,7,0.020379613415247085,0.13334246434698432,0.5635311126479999,1.0
278,CF,0,8,0.020379613415247085,0.13334246434698432,0.5635311126479999,1.0
279,CF,0,9,0.020379613415247085,0.13334246434698432,0.5635311126479999,1.0
280,CF,1,0,0.015531743274919078,0.11430218361222214,0.569229684856,1.0
281,CF,1,1,0.015531743274919078,0.11430218361222214,0.569229684856,1.0
282,CF,1,2,0.015531743274919078,0.11430218361222214,0.569229684856,1.0
283,CF,1,3,0.015531743274919078,0.11430218361222214,0.569229684856,1.0
284,CF,1,4,0.015531743274919078,0.11430218361222214,0.569229684856,1.0
285,CF,1,5,0.015531743274919078,0.11430218361222214,0.569229684856,1.0
286,CF,1,6,0.015531743274919078,0.11430218361222214,0.569229684856,1.0
287,CF,1,7,0.015531743274919078,0.11430218361222214,0.569229684856,1.0
288,CF,1,8,0.015531743274919078,0.11430218361222214,0.569229684856,1.0
289,CF,1,9,0.015531743274919078,0.11430218361222214,0.569229684856,1.0
290,CF,2,0,0.019588942920205216,0.12585329058881795,0.510467771184,1.0
291,CF,2,1,0.019588942920205216,0.12585329058881795,0.510467771184,1.0
292,CF,2,2,0.019588942920205216,0.12585329058881795,0.510467771184,1.0
293,CF,2,3,0.019588942920205216,0.12585329058881795,0.510467771184,1.0
294,CF,2,4,0.019588942920205216,0.12585329058881795,0.510467771184,1.0
295,CF,2,5,0.019588942920205216,0.12585329058881795,0.510467771184,1.0
296,CF,2,6,0.019588942920205216,0.12585329058881795,0.510467771184,1.0
297,CF,2,7,0.019588942920205216,0.12585329058881795,0.510467771184,1.0
298,CF,2,8,0.019588942920205216,0.12585329058881795,0.510467771184,1.0
299,CF,2,9,0.019588942920205216,0.12585329058881795,0.510467771184,1.0
300,CF,3,0,0.016113282508153234,0.01736505927318176,0.6489887896240002,1.0
301,CF,3,1,0.016113282508153234,0.01736505927318176,0.6489887896240002,1.0
302,CF,3,2,0.016113282508153234,0.01736505927318176,0.6489887896240002,1.0
303,CF,3,3,0.016113282508153234,0.01736505927318176,0.6489887896240002,1.0
304,CF,3,4,0.016113282508153234,0.01736505927318176,0.6489887896240002,1.0
305,CF,3,5,0.016113282508153234,0.01736505927318176,0.6489887896240002,1.0
306,CF,3,6,0.016113282508153234,0.01736505927318176,0.6489887896240002,1.0
307,CF,3,7,0.016113282508153234,0.01736505927318176,0.6489887896240002,1.0
308,CF,3,8,0.016113282508153234,0.01736505927318176,0.6489887896240002,1.0
309,CF,3,9,0.016113282508153234,0.01736505927318176,0.6489887896240002,1.0
310,CF,4,0,0.12169232604667939,0.34462232848667057,0.5521256523439999,1.0
311,CF,4,1,0.12169232604667939,0.34462232848667057,0.5521256523439999,1.0
312,CF,4,2,0.12169232604667939,0.34462232848667057,0.5521256523439999,1.0
313,CF,4,3,0.12169232604667939,0.34462232848667057,0.5521256523439999,1.0
314,CF,4,4,0.12169232604667939,0.34462232848667057,0.5521256523439999,1.0
315,CF,4,5,0.12169232604667939,0.34462232848667057,0.5521256523439999,1.0
316,CF,4,6,0.12169232604667939,0.34462232848667057,0.5521256523439999,1.0
317,CF,4,7,0.12169232604667939,0.34462232848667057,0.5521256523439999,1.0
318,CF,4,8,0.12169232604667939,0.34462232848667057,0.5521256523439999,1.0
319,CF,4,9,0.12169232604667939,0.34462232848667057,0.5521256523439999,1.0
320,CF,5,0,0.01072681713935353,0.08659592591950335,0.5497631040160003,1.0
321,CF,5,1,0.01072681713935353,0.08659592591950335,0.5497631040160003,1.0
322,CF,5,2,0.01072681713935353,0.08659592591950335,0.5497631040160003,1.0
323,CF,5,3,0.01072681713935353,0.08659592591950335,0.5497631040160003,1.0
324,CF,5,4,0.01072681713935353,0.08659592591950335,0.5497631040160003,1.0
325,CF,5,5,0.01072681713935353,0.08659592591950335,0.5497631040160003,1.0
326,CF,5,6,0.01072681713935353,0.08659592591950335,0.5497631040160003,1.0
327,CF,5,7,0.01072681713935353,0.08659592591950335,0.5497631040160003,1.0
328,CF,5,8,0.01072681713935353,0.08659592591950335,0.5497631040160003,1.0
329,CF,5,9,0.01072681713935353,0.08659592591950335,0.5497631040160003,1.0
330,CF,6,0,0.014784744724703952,0.10896302249515144,0.5614047533360003,1.0
331,CF,6,1,0.014784744724703952,0.10896302249515144,0.5614047533360003,1.0
332,CF,6,2,0.014784744724703952,0.10896302249515144,0.5614047533360003,1.0
