,estimator,DGP,dataset,mse,mab,length,coverage
333,CF,6,3,0.014784744724703952,0.10896302249515144,0.5614047533360003,1.0
334,CF,6,4,0.014784744724703952,0.10896302249515144,0.5614047533360003,1.0
335,CF,6,5,0.014784744724703952,0.10896302249515144,0.5614047533360003,1.0
336,CF,6,6,0.014784744724703952,0.10896302249515144,0.5614047533360003,1.0
337,CF,6,7,0.014784744724703952,0.10896302249515144,0.5614047533360003,1.0
338,CF,6,8,0.014784744724703952,0.10896302249515144,0.5614047533360003,1.0
339,CF,6,9,0.014784744724703952,0.10896302249515144,0.5614047533360003,1.0
340,CF,7,0,0.0182576194762445,0.12756443050370775,0.5559324106000001,1.0
341,CF,7,1,0.0182576194762445,0.12756443050370775,0.5559324106000001,1.0
342,CF,7,2,0.0182576194762445,0.12756443050370775,0.5559324106000001,1.0
343,CF,7,3,0.0182576194762445,0.12756443050370775,0.5559324106000001,1.0
344,CF,7,4,0.0182576194762445,0.12756443050370775,0.5559324106000001,1.0
345,CF,7,5,0.0182576194762445,0.12756443050370775,0.5559324106000001,1.0
346,CF,7,6,0.0182576194762445,0.12756443050370775,0.5559324106000001,1.0
347,CF,7,7,0.0182576194762445,0.12756443050370775,0.5559324106000001,1.0
348,CF,7,8,0.0182576194762445,0.12756443050370775,0.5559324106000001,1.0
349,CF,7,9,0.0182576194762445,0.12756443050370775,0.5559324106000001,1.0
350,CF,8,0,0.11616998477178786,0.13235196284698433,1.497805111152,1.0
351,CF,8,1,0.11616998477178786,0.13235196284698433,1.497805111152,1.0
352,CF,8,2,0.11616998477178786,0.13235196284698433,1.497805111152,1.0
353,CF,8,3,0.11616998477178786,0.13235196284698433,1.497805111152,1.0
354,CF,8,4,0.11616998477178786,0.13235196284698433,1.497805111152,1.0
355,CF,8,5,0.11616998477178786,0.13235196284698433,1.497805111152,1.0
356,CF,8,6,0.11616998477178786,0.13235196284698433,1.497805111152,1.0
357,CF,8,7,0.11616998477178786,0.13235196284698433,1.497805111152,1.0
358,CF,8,8,0.11616998477178786,0.13235196284698433,1.497805111152,1.0
359,CF,8,9,0.11616998477178786,0.13235196284698433,1.497805111152,1.0
360,BART,0,0,0.01073021603414782,0.0821792108729527,0.6205537973181205,1.0
361,BART,0,1,0.01073021603414782,0.0821792108729527,0.6205537973181205,1.0
362,BART,0,2,0.01073021603414782,0.0821792108729527,0.6205537973181205,1.0
363,BART,0,3,0.01073021603414782,0.0821792108729527,0.6205537973181205,1.0
364,BART,0,4,0.01073021603414782,0.0821792108729527,0.6205537973181205,1.0
365,BART,0,5,0.01073021603414782,0.0821792108729527,0.6205537973181205,1.0
366,BART,0,6,0.01073021603414782,0.0821792108729527,0.6205537973181205,1.0
367,BART,0,7,0.01073021603414782,0.0821792108729527,0.6205537973181205,1.0
368,BART,0,8,0.01073021603414782,0.0821792108729527,0.6205537973181205,1.0
369,BART,0,9,0.01073021603414782,0.0821792108729527,0.6205537973181205,1.0
370,BART,1,0,0.0028928940679645017,0.0075192683210332815,0.4886227354384559,1.0
371,BART,1,1,0.0028928940679645017,0.0075192683210332815,0.4886227354384559,1.0
372,BART,1,2,0.0028928940679645017,0.0075192683210332815,0.4886227354384559,1.0
373,BART,1,3,0.0028928940679645017,0.0075192683210332815,0.4886227354384559,1.0
374,BART,1,4,0.0028928940679645017,0.0075192683210332815,0.4886227354384559,1.0
375,BART,1,5,0.0028928940679645017,0.0075192683210332815,0.4886227354384559,1.0
376,BART,1,6,0.0028928940679645017,0.0075192683210332815,0.4886227354384559,1.0
377,BART,1,7,0.0028928940679645017,0.0075192683210332815,0.4886227354384559,1.0
378,BART,1,8,0.0028928940679645017,0.0075192683210332815,0.4886227354384559,1.0
379,BART,1,9,0.0028928940679645017,0.0075192683210332815,0.4886227354384559,1.0
380,BART,2,0,0.008917983426680227,0.07753862315838597,0.6181177073599501,1.0
381,BART,2,1,0.008917983426680227,0.07753862315838597,0.6181177073599501,1.0
382,BART,2,2,0.008917983426680227,0.07753862315838597,0.6181177073599501,1.0
383,BART,2,3,0.008917983426680227,0.07753862315838597,0.6181177073599501,1.0
384,BART,2,4,0.008917983426680227,0.07753862315838597,0.6181177073599501,1.0
385,BART,2,5,0.008917983426680227,0.07753862315838597,0.6181177073599501,1.0
386,BART,2,6,0.008917983426680227,0.07753862315838597,0.6181177073599501,1.0
387,BART,2,7,0.008917983426680227,0.07753862315838597,0.6181177073599501,1.0
388,BART,2,8,0.008917983426680227,0.07753862315838597,0.6181177073599501,1.0
389,BART,2,9,0.008917983426680227,0.07753862315838597,0.6181177073599501,1.0
390,BART,3,0,0.016965609531226753,0.010138838454667353,0.6458982612138963,1.0
391,BART,3,1,0.016965609531226753,0.010138838454667353,0.6458982612138963,1.0
392,BART,3,2,0.016965609531226753,0.010138838454667353,0.6458982612138963,1.0
393,BART,3,3,0.016965609531226753,0.010138838454667353,0.6458982612138963,1.0
394,BART,3,4,0.016965609531226753,0.010138838454667353,0.6458982612138963,1.0
395,BART,3,5,0.016965609531226753,0.010138838454667353,0.6458982612138963,1.0
396,BART,3,6,0.016965609531226753,0.010138838454667353,0.6458982612138963,1.0
397,BART,3,7,0.016965609531226753,0.010138838454667353,0.6458982612138963,1.0
398,BART,3,8,0.016965609531226753,0.010138838454667353,0.6458982612138963,1.0
399,BART,3,9,0.016965609531226753,0.010138838454667353,0.6458982612138963,1.0
400,BART,4,0,0.10597676858979406,0.31603211017337646,0.691372396753141,0.4
401,BART,4,1,0.10597676858979406,0.31603211017337646,0.691372396753141,0.4
402,BART,4,2,0.10597676858979406,0.31603211017337646,0.691372396753141,0.4
403,BART,4,3,0.10597676858979406,0.31603211017337646,0.691372396753141,0.4
404,BART,4,4,0.10597676858979406,0.31603211017337646,0.691372396753141,0.4
405,BART,4,5,0.10597676858979406,0.31603211017337646,0.691372396753141,0.4
406,BART,4,6,0.10597676858979406,0.31603211017337646,0.691372396753141,0.4
407,BART,4,7,0.10597676858979406,0.31603211017337646,0.691372396753141,0.4
408,BART,4,8,0.10597676858979406,0.31603211017337646,0.691372396753141,0.4
409,BART,4,9,0.10597676858979406,0.31603211017337646,0.691372396753141,0.4
410,BART,5,0,0.003128668332516603,0.020132275911495377,0.6212462388061261,1.0
411,BART,5,1,0.003128668332516603,0.020132275911495377,0.6212462388061261,1.0
412,BART,5,2,0.003128668332516603,0.020132275911495377,0.6212462388061261,1.0
413,BART,5,3,0.003128668332516603,0.020132275911495377,0.6212462388061261,1.0
414,BART,5,4,0.003128668332516603,0.020132275911495377,0.6212462388061261,1.0
415,BART,5,5,0.003128668332516603,0.020132275911495377,0.6212462388061261,1.0
416,BART,5,6,0.003128668332516603,0.020132275911495377,0.6212462388061261,1.0
417,BART,5,7,0.003128668332516603,0.020132275911495377,0.6212462388061261,1.0
418,BART,5,8,0.003128668332516603,0.020132275911495377,0.6212462388061261,1.0
419,BART,5,9,0.003128668332516603,0.020132275911495377,0.6212462388061261,1.0
420,BART,6,0,0.0033464509763923337,0.021283801056771433,0.6152068922316913,1.0
421,BART,6,1,0.0033464509763923337,0.021283801056771433,0.6152068922316913,1.0
422,BART,6,2,0.0033464509763923337,0.021283801056771433,0.6152068922316913,1.0
423,BART,6,3,0.0033464509763923337,0.021283801056771433,0.6152068922316913,1.0
424,BART,6,4,0.0033464509763923337,0.021283801056771433,0.6152068922316913,1.0
425,BART,6,5,0.0033464509763923337,0.021283801056771433,0.6152068922316913,1.0
426,BART,6,6,0.0033464509763923337,0.021283801056771433,0.6152068922316913,1.0
427,BART,6,7,0.0033464509763923337,0.021283801056771433,0.6152068922316913,1.0
428,BART,6,8,0.0033464509763923337,0.021283801056771433,0.6152068922316913,1.0
429,BART,6,9,0.0033464509763923337,0.021283801056771433,0.6152068922316913,1.0
430,BART,7,0,0.008759586715093711,0.0763934735915835,0.6209886022494023,1.0
431,BART,7,1,0.008759586715093711,0.0763934735915835,0.6209886022494023,1.0
432,BART,7,2,0.008759586715093711,0.0763934735915835,0.6209886022494023,1.0
433,BART,7,3,0.008759586715093711,0.0763934735915835,0.6209886022494023,1.0
434,BART,7,4,0.008759586715093711,0.0763934735915835,0.6209886022494023,1.0
435,BART,7,5,0.008759586715093711,0.0763934735915835,0.6209886022494023,1.0
436,BART,7,6,0.008759586715093711,0.0763934735915835,0.6209886022494023,1.0
437,BART,7,7,0.008759586715093711,0.0763934735915835,0.6209886022494023,1.0
438,BART,7,8,0.008759586715093711,0.0763934735915835,0.6209886022494023,1.0
439,BART,7,9,0.008759586715093711,0.0763934735915835,0.6209886022494023,1.0
440,BART,8,0,0.09207147226507392,0.042992003499539536,1.495511263626216,0.7
441,BART,8,1,0.09207147226507392,0.042992003499539536,1.495511263626216,0.7
442,BART,8,2,0.09207147226507392,0.042992003499539536,1.495511263626216,0.7
443,BART,8,3,0.09207147226507392,0.042992003499539536,1.495511263626216,0.7
444,BART,8,4,0.09207147226507392,0.042992003499539536,1.495511263626216,0.7
445,BART,8,5,0.09207147226507392,0.042992003499539536,1.495511263626216,0.7
446,BART,8,6,0.09207147226507392,0.042992003499539536,1.495511263626216,0.7
447,BART,8,7,0.09207147226507392,0.042992003499539536,1.495511263626216,0.7
448,BART,8,8,0.09207147226507392,0.042992003499539536,1.495511263626216,0.7
449,BART,8,9,0.09207147226507392,0.042992003499539536,1.495511263626216,0.7
450,BCF,0,0,0.011795057287438427,0.08890678225858864,0.5104741599999999,0.9
451,BCF,0,1,0.011795057287438427,0.08890678225858864,0.5104741599999999,0.9
452,BCF,0,2,0.011795057287438427,0.08890678225858864,0.5104741599999999,0.9
453,BCF,0,3,0.011795057287438427,0.08890678225858864,0.5104741599999999,0.9
454,BCF,0,4,0.011795057287438427,0.08890678225858864,0.5104741599999999,0.9
455,BCF,0,5,0.011795057287438427,0.08890678225858864,0.5104741599999999,0.9
456,BCF,0,6,0.011795057287438427,0.08890678225858864,0.5104741599999999,0.9
457,BCF,0,7,0.011795057287438427,0.08890678225858864,0.5104741599999999,0.9
458,BCF,0,8,0.011795057287438427,0.08890678225858864,0.5104741599999999,0.9
459,BCF,0,9,0.011795057287438427,0.08890678225858864,0.5104741599999999,0.9
460,BCF,1,0,0.007211928625851965,0.05130789651342784,0.49214031999999996,1.0
461,BCF,1,1,0.007211928625851965,0.05130789651342784,0.49214031999999996,1.0
462,BCF,1,2,0.007211928625851965,0.05130789651342784,0.49214031999999996,1.0
463,BCF,1,3,0.007211928625851965,0.05130789651342784,0.49214031999999996,1.0
464,BCF,1,4,0.007211928625851965,0.05130789651342784,0.49214031999999996,1.0
465,BCF,1,5,0.007211928625851965,0.05130789651342784,0.49214031999999996,1.0
466,BCF,1,6,0.007211928625851965,0.05130789651342784,0.49214031999999996,1.0
467,BCF,1,7,0.007211928625851965,0.05130789651342784,0.49214031999999996,1.0
468,BCF,1,8,0.007211928625851965,0.05130789651342784,0.49214031999999996,1.0
469,BCF,1,9,0.007211928625851965,0.05130789651342784,0.49214031999999996,1.0
470,BCF,2,0,0.007977300988858954,0.04900960131580119,0.5682824000000001,1.0
471,BCF,2,1,0.007977300988858954,0.04900960131580119,0.5682824000000001,1.0
472,BCF,2,2,0.007977300988858954,0.04900960131580119,0.5682824000000001,1.0
473,BCF,2,3,0.007977300988858954,0.04900960131580119,0.5682824000000001,1.0
474,BCF,2,4,0.007977300988858954,0.04900960131580119,0.5682824000000001,1.0
475,BCF,2,5,0.007977300988858954,0.04900960131580119,0.5682824000000001,1.0
476,BCF,2,6,0.007977300988858954,0.04900960131580119,0.5682824000000001,1.0
477,BCF,2,7,0.007977300988858954,0.04900960131580119,0.5682824000000001,1.0
478,BCF,2,8,0.007977300988858954,0.04900960131580119,0.5682824000000001,1.0
479,BCF,2,9,0.007977300988858954,0.04900960131580119,0.5682824000000001,1.0
480,BCF,3,0,0.015154383384390879,0.010049356002992293,0.5749268,1.0
481,BCF,3,1,0.015154383384390879,0.010049356002992293,0.5749268,1.0
482,BCF,3,2,0.015154383384390879,0.010049356002992293,0.5749268,1.0
483,BCF,3,3,0.015154383384390879,0.010049356002992293,0.5749268,1.0
484,BCF,3,4,0.015154383384390879,0.010049356002992293,0.5749268,1.0
485,BCF,3,5,0.015154383384390879,0.010049356002992293,0.5749268,1.0
486,BCF,3,6,0.015154383384390879,0.010049356002992293,0.5749268,1.0
487,BCF,3,7,0.015154383384390879,0.010049356002992293,0.5749268,1.0
488,BCF,3,8,0.015154383384390879,0.010049356002992293,0.5749268,1.0
489,BCF,3,9,0.015154383384390879,0.010049356002992293,0.5749268,1.0
490,BCF,4,0,0.1308201646664364,0.3564005026510132,0.52815728,0.1
491,BCF,4,1,0.1308201646664364,0.3564005026510132,0.52815728,0.1
492,BCF,4,2,0.1308201646664364,0.3564005026510132,0.52815728,0.1
493,BCF,4,3,0.1308201646664364,0.3564005026510132,0.52815728,0.1
494,BCF,4,4,0.1308201646664364,0.3564005026510132,0.52815728,0.1
495,BCF,4,5,0.1308201646664364,0.3564005026510132,0.52815728,0.1
496,BCF,4,6,0.1308201646664364,0.3564005026510132,0.52815728,0.1
497,BCF,4,7,0.1308201646664364,0.3564005026510132,0.52815728,0.1
498,BCF,4,8,0.1308201646664364,0.3564005026510132,0.52815728,0.1
499,BCF,4,9,0.1308201646664364,0.3564005026510132,0.52815728,0.1
500,BCF,5,0,0.006809519861118922,0.03539779918546153,0.5284512800000001,1.0
501,BCF,5,1,0.006809519861118922,0.03539779918546153,0.5284512800000001,1.0
502,BCF,5,2,0.006809519861118922,0.03539779918546153,0.5284512800000001,1.0
503,BCF,5,3,0.006809519861118922,0.03539779918546153,0.5284512800000001,1.0
504,BCF,5,4,0.006809519861118922,0.03539779918546153,0.5284512800000001,1.0
505,BCF,5,5,0.006809519861118922,0.03539779918546153,0.5284512800000001,1.0
506,BCF,5,6,0.006809519861118922,0.03539779918546153,0.5284512800000001,1.0
507,BCF,5,7,0.006809519861118922,0.03539779918546153,0.5284512800000001,1.0
508,BCF,5,8,0.006809519861118922,0.03539779918546153,0.5284512800000001,1.0
509,BCF,5,9,0.006809519861118922,0.03539779918546153,0.5284512800000001,1.0
510,BCF,6,0,0.009296062687052378,0.06800685805846145,0.5336335199999999,1.0
511,BCF,6,1,0.009296062687052378,0.06800685805846145,0.5336335199999999,1.0
512,BCF,6,2,0.009296062687052378,0.06800685805846145,0.5336335199999999,1.0
513,BCF,6,3,0.009296062687052378,0.06800685805846145,0.5336335199999999,1.0
514,BCF,6,4,0.009296062687052378,0.06800685805846145,0.5336335199999999,1.0
515,BCF,6,5,0.009296062687052378,0.06800685805846145,0.5336335199999999,1.0
516,BCF,6,6,0.009296062687052378,0.06800685805846145,0.5336335199999999,1.0
517,BCF,6,7,0.009296062687052378,0.06800685805846145,0.5336335199999999,1.0
518,BCF,6,8,0.009296062687052378,0.06800685805846145,0.5336335199999999,1.0
519,BCF,6,9,0.009296062687052378,0.06800685805846145,0.5336335199999999,1.0
520,BCF,7,0,0.007367939757865674,0.06717964547073249,0.5492625600000001,1.0
521,BCF,7,1,0.007367939757865674,0.06717964547073249,0.5492625600000001,1.0
522,BCF,7,2,0.007367939757865674,0.06717964547073249,0.5492625600000001,1.0
523,BCF,7,3,0.007367939757865674,0.06717964547073249,0.5492625600000001,1.0
524,BCF,7,4,0.007367939757865674,0.06717964547073249,0.5492625600000001,1.0
525,BCF,7,5,0.007367939757865674,0.06717964547073249,0.5492625600000001,1.0
526,BCF,7,6,0.007367939757865674,0.06717964547073249,0.5492625600000001,1.0
527,BCF,7,7,0.007367939757865674,0.06717964547073249,0.5492625600000001,1.0
528,BCF,7,8,0.007367939757865674,0.06717964547073249,0.5492625600000001,1.0
529,BCF,7,9,0.007367939757865674,0.06717964547073249,0.5492625600000001,1.0
530,BCF,8,0,0.09121753379649697,0.17396646662118703,1.4219133599999998,1.0
531,BCF,8,1,0.09121753379649697,0.17396646662118703,1.4219133599999998,1.0
532,BCF,8,2,0.09121753379649697,0.17396646662118703,1.4219133599999998,1.0
533,BCF,8,3,0.09121753379649697,0.17396646662118703,1.4219133599999998,1.0
534,BCF,8,4,0.09121753379649697,0.17396646662118703,1.4219133599999998,1.0
535,BCF,8,5,0.09121753379649697,0.17396646662118703,1.4219133599999998,1.0
536,BCF,8,6,0.09121753379649697,0.17396646662118703,1.4219133599999998,1.0
537,BCF,8,7,0.09121753379649697,0.17396646662118703,1.4219133599999998,1.0
538,BCF,8,8,0.09121753379649697,0.17396646662118703,1.4219133599999998,1.0
539,BCF,8,9,0.09121753379649697,0.17396646662118703,1.4219133599999998,1.0
